id	drugType	childChemblIds	parentId	linkedTargets.rows
CHEMBL1194	Small molecule	CHEMBL1200586		ENSG00000185313
CHEMBL1200351	Small molecule		CHEMBL439	
CHEMBL1200608	Small molecule			
CHEMBL1201118	Small molecule		CHEMBL1201195	
CHEMBL1201236	Small molecule	CHEMBL1200748		ENSG00000132437
CHEMBL1201608	Antibody			ENSG00000198851
CHEMBL1201608	Antibody			ENSG00000160654
CHEMBL1201608	Antibody			ENSG00000167286
CHEMBL1201759	Small molecule		CHEMBL1201758	ENSG00000196639
CHEMBL1208958	Small molecule			
CHEMBL1232997	Small molecule			
CHEMBL1235259	Small molecule			
CHEMBL1236200	Small molecule			
CHEMBL1295	Small molecule	CHEMBL1200398		
CHEMBL1476782	Small molecule			
CHEMBL1499951	Small molecule			
CHEMBL1571863	Small molecule			
CHEMBL1738761	Small molecule	CHEMBL1762473		
CHEMBL1740065	Small molecule	CHEMBL1718204		
CHEMBL1770248	Small molecule	CHEMBL3526992		ENSG00000140675
CHEMBL191482	Small molecule			
CHEMBL196516	Small molecule			
CHEMBL200231	Small molecule			
CHEMBL200528	Small molecule			
CHEMBL209712	Small molecule			
CHEMBL2103825	Small molecule			ENSG00000182333
CHEMBL2103825	Small molecule			ENSG00000175535
CHEMBL2105953	Small molecule			
CHEMBL2106825	Small molecule			
CHEMBL2108609	Unknown			
CHEMBL2108720	Antibody			ENSG00000117586
CHEMBL2109016	Unknown			
CHEMBL2109485	Antibody			ENSG00000013725
CHEMBL223402	Small molecule			
CHEMBL2365634	Small molecule	CHEMBL3217230		
CHEMBL2386889	Small molecule			ENSG00000149554
CHEMBL249334	Small molecule			
CHEMBL250532	Small molecule			
CHEMBL255874	Small molecule			
CHEMBL258467	Small molecule			
CHEMBL3093941	Small molecule			
CHEMBL318721	Small molecule			
CHEMBL3236362	Small molecule			
CHEMBL332750	Small molecule			ENSG00000065989
CHEMBL332750	Small molecule			ENSG00000113448
CHEMBL332750	Small molecule			ENSG00000184588
CHEMBL332750	Small molecule			ENSG00000105650
CHEMBL3355993	Small molecule			
CHEMBL33720	Small molecule			
CHEMBL345714	Small molecule			
CHEMBL3544989	Oligonucleotide			ENSG00000110245
CHEMBL3545007	Small molecule			ENSG00000149554
CHEMBL354634	Small molecule			
CHEMBL3612513	Small molecule			
CHEMBL3642985	Small molecule			ENSG00000168959
CHEMBL373742	Protein	CHEMBL2360839		ENSG00000126895
CHEMBL373742	Protein	CHEMBL2360839		ENSG00000166148
CHEMBL373742	Protein	CHEMBL2360839		ENSG00000198049
CHEMBL376632	Small molecule			
CHEMBL3989566	Small molecule		CHEMBL13	ENSG00000043591
CHEMBL3991932	Small molecule			ENSG00000120156
CHEMBL3991932	Small molecule			ENSG00000112062
CHEMBL400749	Small molecule			
CHEMBL4077037	Small molecule			
CHEMBL4091983	Small molecule			
CHEMBL428593	Small molecule			
CHEMBL4297830	Protein			ENSG00000112964
CHEMBL4297958	Protein			
CHEMBL4298088	Antibody			ENSG00000146648
CHEMBL4298119	Antibody			ENSG00000128052
CHEMBL435128	Small molecule			
CHEMBL447955	Small molecule			ENSG00000115353
CHEMBL4520837	Unknown			
CHEMBL4552313	Unknown			
CHEMBL4594565	Protein			ENSG00000072274
CHEMBL4594565	Protein			ENSG00000106327
CHEMBL4650298	Unknown			ENSG00000171094
CHEMBL4650298	Unknown			ENSG00000143924
CHEMBL4650312	Small molecule			
CHEMBL477786	Small molecule			
CHEMBL4802266	Cell			
CHEMBL483091	Small molecule			
CHEMBL50300	Small molecule	CHEMBL136061		
CHEMBL50300	Small molecule	CHEMBL2028559		
CHEMBL50300	Small molecule	CHEMBL3989828		
CHEMBL511836	Small molecule			
CHEMBL525911	Small molecule			
CHEMBL559147	Small molecule	CHEMBL1605605		
CHEMBL56279	Small molecule			
CHEMBL59	Small molecule	CHEMBL3247442		ENSG00000043591
CHEMBL59	Small molecule	CHEMBL1557		ENSG00000043591
CHEMBL602899	Small molecule			
CHEMBL657	Small molecule	CHEMBL1620		ENSG00000196639
CHEMBL657	Small molecule	CHEMBL1201089		ENSG00000196639
CHEMBL6607	Small molecule	CHEMBL2355922		
CHEMBL891	Small molecule	CHEMBL3989531		
CHEMBL891	Small molecule	CHEMBL1200388		
CHEMBL891	Small molecule	CHEMBL262636		
CHEMBL1066	Small molecule	CHEMBL1200336		
CHEMBL1066	Small molecule	CHEMBL201531		
CHEMBL1066	Small molecule	CHEMBL438627		
CHEMBL1066	Small molecule	CHEMBL379021		
CHEMBL1098248	Small molecule			
CHEMBL116018	Small molecule			
CHEMBL1172	Small molecule			ENSG00000196639
CHEMBL1200490	Protein	CHEMBL2103735		ENSG00000109163
CHEMBL1200782	Small molecule		CHEMBL612	ENSG00000103546
CHEMBL1200782	Small molecule		CHEMBL612	ENSG00000165646
CHEMBL1200782	Small molecule		CHEMBL612	ENSG00000142319
CHEMBL1200978	Small molecule			
CHEMBL1201325	Small molecule	CHEMBL1626570		ENSG00000168539
CHEMBL1201325	Small molecule	CHEMBL1626570		ENSG00000133019
CHEMBL1201458	Small molecule			
CHEMBL1230661	Small molecule			
CHEMBL1232920	Small molecule			
CHEMBL1233636	Small molecule	CHEMBL1452061		
CHEMBL1234254	Small molecule			
CHEMBL129	Small molecule			
CHEMBL131921	Small molecule			
CHEMBL1373254	Small molecule			
CHEMBL147507	Small molecule			
CHEMBL168	Small molecule	CHEMBL1783815		
CHEMBL168	Small molecule	CHEMBL465598		
CHEMBL178459	Small molecule			
CHEMBL1828820	Small molecule			
CHEMBL189434	Small molecule			
CHEMBL190412	Small molecule		CHEMBL1181731	ENSG00000105835
CHEMBL190883	Small molecule	CHEMBL521582		
CHEMBL194176	Small molecule	CHEMBL193849		
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000145675
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000051382
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000105851
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000121879
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000105647
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000171608
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000141506
CHEMBL2017974	Small molecule	CHEMBL2364604		ENSG00000117461
CHEMBL2104168	Small molecule	CHEMBL3246684		
CHEMBL2104988	Small molecule			
CHEMBL2105291	Small molecule			
CHEMBL2105741	Small molecule			ENSG00000126934
CHEMBL2105741	Small molecule			ENSG00000169032
CHEMBL2107583	Small molecule			
CHEMBL2108292	Protein			ENSG00000057593
CHEMBL2109152	Small molecule			
CHEMBL2109467	Antibody			ENSG00000164136
CHEMBL2110731	Small molecule	CHEMBL2105711		ENSG00000140675
CHEMBL2386815	Small molecule			
CHEMBL250689	Small molecule			
CHEMBL278519	Small molecule			
CHEMBL289480	Small molecule	CHEMBL1256674		ENSG00000010322
CHEMBL301769	Small molecule			
CHEMBL305178	Small molecule			
CHEMBL3093928	Small molecule			
CHEMBL3103021	Small molecule			
CHEMBL3137303	Small molecule		CHEMBL1206245	
CHEMBL336487	Small molecule			
CHEMBL35571	Small molecule			
CHEMBL3769414	Small molecule	CHEMBL3770459		
CHEMBL377198	Small molecule			
CHEMBL398338	Small molecule			ENSG00000196689
CHEMBL4078686	Small molecule			
CHEMBL4094396	Small molecule			
CHEMBL4163675	Small molecule			
CHEMBL4297460	Small molecule			ENSG00000065989
CHEMBL4297460	Small molecule			ENSG00000113448
CHEMBL4297460	Small molecule			ENSG00000184588
CHEMBL4297460	Small molecule			ENSG00000105650
CHEMBL4297501	Small molecule			
CHEMBL4297537	Oligonucleotide			ENSG00000118271
CHEMBL4297862	Unknown			ENSG00000132639
CHEMBL4298191	Antibody			ENSG00000188389
CHEMBL4594309	Gene			
CHEMBL466465	Small molecule	CHEMBL1256974		
CHEMBL46730	Small molecule			
CHEMBL47298	Small molecule	CHEMBL539581		
CHEMBL474890	Small molecule			
CHEMBL486738	Small molecule			
CHEMBL487533	Small molecule			
CHEMBL4878586	Unknown			
CHEMBL489285	Small molecule			
CHEMBL494917	Small molecule			
CHEMBL5095186	Small molecule			
CHEMBL514794	Small molecule			
CHEMBL53	Small molecule	CHEMBL3187985		ENSG00000149295
CHEMBL53	Small molecule	CHEMBL3187985		ENSG00000151577
CHEMBL53	Small molecule	CHEMBL3187985		ENSG00000069696
CHEMBL53	Small molecule	CHEMBL1616		ENSG00000149295
CHEMBL53	Small molecule	CHEMBL1616		ENSG00000151577
CHEMBL53	Small molecule	CHEMBL1616		ENSG00000069696
CHEMBL53	Small molecule	CHEMBL1256708		ENSG00000149295
CHEMBL53	Small molecule	CHEMBL1256708		ENSG00000151577
CHEMBL53	Small molecule	CHEMBL1256708		ENSG00000069696
CHEMBL549695	Small molecule			
CHEMBL559362	Small molecule		CHEMBL1197091	
CHEMBL562365	Small molecule			
CHEMBL566	Small molecule			
CHEMBL83644	Small molecule			
CHEMBL1091346	Small molecule			
CHEMBL114283	Small molecule			
CHEMBL1177	Small molecule			
CHEMBL1200430	Small molecule			ENSG00000091831
CHEMBL1200733	Small molecule			ENSG00000169427
CHEMBL1200733	Small molecule			ENSG00000022355
CHEMBL1200733	Small molecule			ENSG00000145864
CHEMBL1200733	Small molecule			ENSG00000113327
CHEMBL1200733	Small molecule			ENSG00000166206
CHEMBL1200733	Small molecule			ENSG00000109158
CHEMBL1200733	Small molecule			ENSG00000182256
CHEMBL1200733	Small molecule			ENSG00000268089
CHEMBL1200733	Small molecule			ENSG00000011677
CHEMBL1200733	Small molecule			ENSG00000094755
CHEMBL1200733	Small molecule			ENSG00000187730
CHEMBL1200733	Small molecule			ENSG00000163285
CHEMBL1200733	Small molecule			ENSG00000163288
CHEMBL1200733	Small molecule			ENSG00000102287
CHEMBL1200733	Small molecule			ENSG00000151834
CHEMBL1200733	Small molecule			ENSG00000186297
CHEMBL1200733	Small molecule			ENSG00000145863
CHEMBL1200733	Small molecule			ENSG00000145888
CHEMBL1200733	Small molecule			ENSG00000109738
CHEMBL1200733	Small molecule			ENSG00000186795
CHEMBL1200733	Small molecule			ENSG00000100433
CHEMBL1200733	Small molecule			ENSG00000171303
CHEMBL1200733	Small molecule			ENSG00000082482
CHEMBL1201075	Small molecule			
CHEMBL1201314	Small molecule	CHEMBL1200454		
CHEMBL1213528	Small molecule			
CHEMBL12315	Small molecule	CHEMBL328754		
CHEMBL1232595	Small molecule			
CHEMBL1234635	Small molecule			
CHEMBL1237065	Small molecule		CHEMBL1237044	ENSG00000112038
CHEMBL1325592	Small molecule	CHEMBL2105866		
CHEMBL148630	Small molecule			
CHEMBL152988	Small molecule			
CHEMBL1620875	Small molecule	CHEMBL1448044		
CHEMBL1631910	Small molecule			
CHEMBL1642	Small molecule		CHEMBL941	ENSG00000097007
CHEMBL1642	Small molecule		CHEMBL941	ENSG00000186716
CHEMBL1642	Small molecule		CHEMBL941	ENSG00000157404
CHEMBL1642	Small molecule		CHEMBL941	ENSG00000113721
CHEMBL1743001	Antibody			ENSG00000140443
CHEMBL1743072	Antibody			ENSG00000142192
CHEMBL1743077	Antibody			ENSG00000041982
CHEMBL1950651	Small molecule			ENSG00000128271
CHEMBL2063453	Small molecule			
CHEMBL207456	Small molecule		CHEMBL93124	
CHEMBL2096656	Small molecule		CHEMBL2110551	
CHEMBL2103826	Protein			ENSG00000188229
CHEMBL2103826	Protein			ENSG00000101162
CHEMBL2103826	Protein			ENSG00000198033
CHEMBL2103826	Protein			ENSG00000127824
CHEMBL2103826	Protein			ENSG00000258947
CHEMBL2103826	Protein			ENSG00000167552
CHEMBL2103826	Protein			ENSG00000104833
CHEMBL2103826	Protein			ENSG00000261456
CHEMBL2103826	Protein			ENSG00000196230
CHEMBL2103826	Protein			ENSG00000123416
CHEMBL2103826	Protein			ENSG00000167553
CHEMBL2103826	Protein			ENSG00000152086
CHEMBL2103826	Protein			ENSG00000137267
CHEMBL2103826	Protein			ENSG00000137285
CHEMBL2103826	Protein			ENSG00000176014
CHEMBL2104266	Small molecule			
CHEMBL2104856	Small molecule			
CHEMBL2105148	Small molecule			
CHEMBL2105527	Small molecule			ENSG00000022355
CHEMBL2105527	Small molecule			ENSG00000145864
CHEMBL2105527	Small molecule			ENSG00000113327
CHEMBL2105527	Small molecule			ENSG00000166206
CHEMBL2105527	Small molecule			ENSG00000109158
CHEMBL2105527	Small molecule			ENSG00000182256
CHEMBL2105527	Small molecule			ENSG00000268089
CHEMBL2105527	Small molecule			ENSG00000011677
CHEMBL2105527	Small molecule			ENSG00000094755
CHEMBL2105527	Small molecule			ENSG00000187730
CHEMBL2105527	Small molecule			ENSG00000163285
CHEMBL2105527	Small molecule			ENSG00000163288
CHEMBL2105527	Small molecule			ENSG00000102287
CHEMBL2105527	Small molecule			ENSG00000151834
CHEMBL2105527	Small molecule			ENSG00000186297
CHEMBL2105527	Small molecule			ENSG00000145863
CHEMBL2106905	Small molecule		CHEMBL2110976	
CHEMBL2107529	Small molecule			
CHEMBL2108670	Antibody			
CHEMBL2108744	Unknown			
CHEMBL2109201	Unknown			
CHEMBL2109337	Antibody			ENSG00000177455
CHEMBL218291	Small molecule	CHEMBL550755		ENSG00000198805
CHEMBL218291	Small molecule	CHEMBL1213652		ENSG00000198805
CHEMBL2407748	Small molecule			
CHEMBL247659	Small molecule			
CHEMBL250743	Small molecule			
CHEMBL269521	Small molecule	CHEMBL3250751		
CHEMBL292376	Small molecule	CHEMBL2107572		ENSG00000036828
CHEMBL3137322	Small molecule			
CHEMBL3137332	Small molecule			ENSG00000183134
CHEMBL3301614	Small molecule		CHEMBL3301609	
CHEMBL3301673	Small molecule	CHEMBL3301674		
CHEMBL3329655	Small molecule			
CHEMBL3330226	Small molecule	CHEMBL4521338		
CHEMBL3545175	Small molecule			ENSG00000151623
CHEMBL3546271	Small molecule	CHEMBL3545253		
CHEMBL371491	Small molecule			
CHEMBL372396	Small molecule			
CHEMBL3736314	Small molecule			
CHEMBL37390	Small molecule			
CHEMBL381758	Small molecule			
CHEMBL3823499	Small molecule			
CHEMBL3833335	Small molecule			
CHEMBL388590	Small molecule			ENSG00000197891
CHEMBL398729	Small molecule			
CHEMBL3989926	Small molecule	CHEMBL4298164		
CHEMBL3990040	Gene			
CHEMBL401064	Small molecule			
CHEMBL4062346	Small molecule			
CHEMBL408701	Small molecule	CHEMBL2028239		
CHEMBL4204869	Small molecule			ENSG00000186318
CHEMBL427896	Small molecule			
CHEMBL4297274	Small molecule			
CHEMBL4297678	Oligosaccharide			
CHEMBL4297788	Antibody			ENSG00000198851
CHEMBL4297788	Antibody			ENSG00000160654
CHEMBL4297788	Antibody			ENSG00000167286
CHEMBL4297788	Antibody			ENSG00000156738
CHEMBL4298005	Unknown			ENSG00000187486
CHEMBL4298005	Unknown			ENSG00000006071
CHEMBL4301492	Small molecule	CHEMBL4297407		
CHEMBL4563522	Protein			ENSG00000065325
CHEMBL4594294	Small molecule	CHEMBL4594295		
CHEMBL4594592	Unknown			
CHEMBL462019	Small molecule			
CHEMBL4650305	Small molecule			
CHEMBL471580	Small molecule			
CHEMBL49120	Small molecule	CHEMBL3545196		ENSG00000197122
CHEMBL49120	Small molecule	CHEMBL3545196		ENSG00000146648
CHEMBL49120	Small molecule	CHEMBL3545196		ENSG00000077782
CHEMBL49120	Small molecule	CHEMBL3545196		ENSG00000113721
CHEMBL493670	Small molecule			
CHEMBL5095265	Unknown			
CHEMBL511984	Small molecule			
CHEMBL522771	Small molecule			
CHEMBL561540	Small molecule			
CHEMBL567303	Small molecule	CHEMBL1164032		ENSG00000181408
CHEMBL591	Small molecule			ENSG00000022355
CHEMBL591	Small molecule			ENSG00000145864
CHEMBL591	Small molecule			ENSG00000113327
CHEMBL591	Small molecule			ENSG00000166206
CHEMBL591	Small molecule			ENSG00000109158
CHEMBL591	Small molecule			ENSG00000182256
CHEMBL591	Small molecule			ENSG00000268089
CHEMBL591	Small molecule			ENSG00000011677
CHEMBL591	Small molecule			ENSG00000094755
CHEMBL591	Small molecule			ENSG00000187730
CHEMBL591	Small molecule			ENSG00000163285
CHEMBL591	Small molecule			ENSG00000163288
CHEMBL591	Small molecule			ENSG00000102287
CHEMBL591	Small molecule			ENSG00000151834
CHEMBL591	Small molecule			ENSG00000186297
CHEMBL591	Small molecule			ENSG00000145863
CHEMBL6731	Small molecule	CHEMBL3186623		
CHEMBL73502	Small molecule			
CHEMBL90403	Small molecule			
CHEMBL1078534	Small molecule			
CHEMBL1091356	Small molecule			
CHEMBL1093069	Small molecule			
CHEMBL1201535	Small molecule		CHEMBL61006	ENSG00000103546
CHEMBL1201535	Small molecule		CHEMBL61006	ENSG00000120907
CHEMBL1229517	Small molecule			ENSG00000157764
CHEMBL1229908	Small molecule			
CHEMBL1232399	Small molecule			
CHEMBL1232731	Small molecule	CHEMBL3360545		
CHEMBL1305	Small molecule	CHEMBL1256819		ENSG00000196639
CHEMBL1305	Small molecule	CHEMBL1200550		ENSG00000196639
CHEMBL131890	Small molecule			
CHEMBL133097	Small molecule			
CHEMBL1335656	Small molecule			
CHEMBL1339216	Small molecule			
CHEMBL152452	Small molecule			
CHEMBL1616	Small molecule		CHEMBL53	ENSG00000149295
CHEMBL1616	Small molecule		CHEMBL53	ENSG00000151577
CHEMBL1616	Small molecule		CHEMBL53	ENSG00000069696
CHEMBL1650676	Small molecule			
CHEMBL1722209	Small molecule		CHEMBL1382	ENSG00000181072
CHEMBL1722209	Small molecule		CHEMBL1382	ENSG00000133019
CHEMBL187460	Small molecule			
CHEMBL2022968	Small molecule	CHEMBL4594281		
CHEMBL2079526	Small molecule	CHEMBL3216999		
CHEMBL2105467	Small molecule	CHEMBL3989496		ENSG00000167325
CHEMBL2105467	Small molecule	CHEMBL3989496		ENSG00000048392
CHEMBL2105467	Small molecule	CHEMBL3989496		ENSG00000171848
CHEMBL2106224	Small molecule			
CHEMBL2107882	Unknown			
CHEMBL2109256	Antibody			ENSG00000120949
CHEMBL2109427	Antibody			ENSG00000066405
CHEMBL2109484	Antibody			ENSG00000149294
CHEMBL2164048	Small molecule			
CHEMBL216913	Small molecule	CHEMBL1995011		
CHEMBL2221139	Small molecule	CHEMBL2153643		
CHEMBL2407899	Small molecule			
CHEMBL246801	Small molecule			
CHEMBL24924	Small molecule			
CHEMBL280051	Small molecule			
CHEMBL297884	Small molecule			
CHEMBL3112741	Small molecule	CHEMBL3301605		
CHEMBL3112741	Small molecule	CHEMBL4516632		
CHEMBL3301603	Small molecule		CHEMBL3301622	ENSG00000167601
CHEMBL3301603	Small molecule		CHEMBL3301622	ENSG00000122025
CHEMBL3414619	Small molecule			
CHEMBL3527416	Small molecule			
CHEMBL3545189	Antibody			ENSG00000164344
CHEMBL370143	Small molecule	CHEMBL2206196		
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000144285
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000183873
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000007314
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000136546
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000136531
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000169432
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000153253
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000168356
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000196876
CHEMBL3707183	Small molecule		CHEMBL1294	ENSG00000185313
CHEMBL3741026	Small molecule			
CHEMBL375838	Small molecule			
CHEMBL377312	Small molecule			
CHEMBL3818646	Small molecule			
CHEMBL3828482	Small molecule			
CHEMBL405258	Small molecule			
CHEMBL408403	Protein	CHEMBL4303682		ENSG00000144891
CHEMBL408403	Protein	CHEMBL3989932		ENSG00000144891
CHEMBL4092217	Small molecule			
CHEMBL4096195	Small molecule			
CHEMBL417990	Small molecule			
CHEMBL4279521	Small molecule			
CHEMBL429478	Small molecule			
CHEMBL4297330	Small molecule			
CHEMBL4297863	Antibody			ENSG00000112115
CHEMBL4297863	Antibody			ENSG00000232810
CHEMBL4297959	Unknown			
CHEMBL4297972	Unknown			
CHEMBL446443	Small molecule			
CHEMBL451790	Small molecule			
CHEMBL4571075	Small molecule			
CHEMBL4581088	Unknown			
CHEMBL4587232	Unknown			
CHEMBL4594470	Unknown			ENSG00000091879
CHEMBL4594484	Unknown			
CHEMBL4594531	Unknown			ENSG00000104894
CHEMBL4650353	Small molecule		CHEMBL4650718	
CHEMBL4650428	Unknown			
CHEMBL4802216	Antibody			
CHEMBL481854	Small molecule			
CHEMBL482767	Small molecule	CHEMBL518051		ENSG00000178999
CHEMBL482767	Small molecule	CHEMBL518051		ENSG00000105146
CHEMBL482767	Small molecule	CHEMBL518051		ENSG00000087586
CHEMBL501942	Small molecule			
CHEMBL5095197	Small molecule		CHEMBL5095507	
CHEMBL5095379	Unknown			
CHEMBL574	Small molecule			
CHEMBL61511	Small molecule			
CHEMBL76	Small molecule	CHEMBL1326		
CHEMBL76	Small molecule	CHEMBL58510		
CHEMBL76	Small molecule	CHEMBL4297165		
CHEMBL76	Small molecule	CHEMBL2095223		
CHEMBL76	Small molecule	CHEMBL1669		
CHEMBL76	Small molecule	CHEMBL2052012		
CHEMBL799	Small molecule			ENSG00000172572
CHEMBL8030	Small molecule			ENSG00000254087
CHEMBL841	Small molecule	CHEMBL1707		ENSG00000112038
CHEMBL90039	Small molecule			
CHEMBL94081	Small molecule			ENSG00000095303
CHEMBL95193	Small molecule	CHEMBL32352		
CHEMBL953	Small molecule			ENSG00000093010
CHEMBL1023	Small molecule			ENSG00000204231
CHEMBL1023	Small molecule			ENSG00000143171
CHEMBL1023	Small molecule			ENSG00000186350
CHEMBL1095282	Small molecule			
CHEMBL110094	Small molecule	CHEMBL2107109		
CHEMBL113142	Small molecule	CHEMBL1628684		
CHEMBL1160945	Small molecule			
CHEMBL1200386	Small molecule			ENSG00000113580
CHEMBL1200805	Small molecule		CHEMBL23	ENSG00000151067
CHEMBL1200805	Small molecule		CHEMBL23	ENSG00000081248
CHEMBL1200805	Small molecule		CHEMBL23	ENSG00000157388
CHEMBL1200805	Small molecule		CHEMBL23	ENSG00000102001
CHEMBL1201127	Small molecule		CHEMBL1323	
CHEMBL1201136	Small molecule			
CHEMBL1201193	Small molecule	CHEMBL1200749		ENSG00000007314
CHEMBL120147	Small molecule			
CHEMBL1201656	Protein			ENSG00000171105
CHEMBL1201835	Antibody			ENSG00000113302
CHEMBL1201835	Antibody			ENSG00000168811
CHEMBL1201835	Antibody			ENSG00000110944
CHEMBL1234965	Small molecule			
CHEMBL1236802	Small molecule	CHEMBL1200673		
CHEMBL1236802	Small molecule	CHEMBL1200685		
CHEMBL1236802	Small molecule	CHEMBL4594411		
CHEMBL1237070	Small molecule		CHEMBL457547	
CHEMBL1332971	Small molecule	CHEMBL4303711		
CHEMBL1332971	Small molecule	CHEMBL1729342		
CHEMBL1370	Small molecule			ENSG00000113580
CHEMBL1413176	Small molecule			
CHEMBL1534	Small molecule			
CHEMBL1572050	Small molecule			
CHEMBL1604	Small molecule	CHEMBL4303427		
CHEMBL1673415	Small molecule			
CHEMBL1725880	Small molecule			
CHEMBL1734	Small molecule	CHEMBL1200803		ENSG00000181072
CHEMBL1734	Small molecule	CHEMBL1200803		ENSG00000133019
CHEMBL1734	Small molecule	CHEMBL2361425		ENSG00000181072
CHEMBL1734	Small molecule	CHEMBL2361425		ENSG00000133019
CHEMBL180239	Small molecule			
CHEMBL1908335	Protein			
CHEMBL197640	Small molecule			
CHEMBL2029605	Protein			
CHEMBL2029993	Small molecule			
CHEMBL2103737	Small molecule			
CHEMBL2103996	Small molecule			
CHEMBL2104574	Small molecule			
CHEMBL2106277	Small molecule			
CHEMBL2106978	Small molecule			
CHEMBL2107359	Small molecule		CHEMBL319669	
CHEMBL2108318	Protein			ENSG00000065325
CHEMBL2108811	Antibody			ENSG00000198851
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000173692
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000126067
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000008018
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000100804
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000204264
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000240065
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000142507
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000115233
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000129084
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000106588
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000100567
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000041357
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000143106
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000100902
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000101182
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000154611
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000205220
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000222028
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000277791
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000159377
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000136930
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000130706
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000161057
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000100764
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000013275
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000100519
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000165916
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000087191
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000175166
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000108344
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000197170
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000108671
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000163636
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000103035
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000185627
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000159352
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000099341
CHEMBL2141296	Small molecule	CHEMBL5171825		ENSG00000127922
CHEMBL21536	Small molecule	CHEMBL2336050		ENSG00000180720
CHEMBL21536	Small molecule	CHEMBL2336050		ENSG00000168539
CHEMBL21536	Small molecule	CHEMBL73149		ENSG00000180720
CHEMBL21536	Small molecule	CHEMBL73149		ENSG00000168539
CHEMBL2179105	Small molecule			ENSG00000160191
CHEMBL2204445	Small molecule			
CHEMBL2204538	Small molecule			
CHEMBL2315925	Small molecule			
CHEMBL24171	Small molecule			
CHEMBL245416	Small molecule			
CHEMBL263881	Small molecule	CHEMBL463207		
CHEMBL263881	Small molecule	CHEMBL269421		
CHEMBL27577	Small molecule			
CHEMBL3039511	Small molecule			ENSG00000112038
CHEMBL3087498	Small molecule			
CHEMBL3187723	Small molecule			ENSG00000126934
CHEMBL3187723	Small molecule			ENSG00000169032
CHEMBL3301598	Small molecule		CHEMBL3301594	
CHEMBL3301667	Small molecule		CHEMBL116583	
CHEMBL341273	Small molecule			
CHEMBL3545216	Small molecule			ENSG00000112062
CHEMBL3545283	Small molecule			ENSG00000135446
CHEMBL3545283	Small molecule			ENSG00000136807
CHEMBL3545283	Small molecule			ENSG00000170312
CHEMBL3545349	Small molecule		CHEMBL3545350	ENSG00000176884
