id	drugType	childChemblIds	parentId	linkedTargets.rows
CHEMBL222280	Small molecule			
CHEMBL226267	Small molecule	CHEMBL2105949		ENSG00000140009
CHEMBL226267	Small molecule	CHEMBL2105949		ENSG00000091831
CHEMBL2315941	Small molecule			
CHEMBL2364655	Antibody			ENSG00000169174
CHEMBL2365712	Small molecule	CHEMBL2356227		
CHEMBL2403843	Small molecule			
CHEMBL2442750	Small molecule			ENSG00000183134
CHEMBL248261	Small molecule			
CHEMBL262103	Small molecule			
CHEMBL265758	Small molecule			
CHEMBL275311	Small molecule			
CHEMBL282575	Small molecule			
CHEMBL311226	Small molecule			
CHEMBL3186112	Small molecule			
CHEMBL3188355	Small molecule			
CHEMBL3291011	Small molecule			
CHEMBL3329661	Small molecule			
CHEMBL334360	Small molecule			
CHEMBL3343621	Small molecule			
CHEMBL3355995	Small molecule			
CHEMBL3408947	Small molecule	CHEMBL4297462		ENSG00000142731
CHEMBL34474	Small molecule			
CHEMBL3544977	Small molecule			
CHEMBL3545063	Small molecule		CHEMBL3353410	ENSG00000146648
CHEMBL3545166	Small molecule			ENSG00000118432
CHEMBL3707342	Small molecule			
CHEMBL3833346	Oligonucleotide			ENSG00000142168
CHEMBL3833378	Small molecule			
CHEMBL3989509	Small molecule		CHEMBL100116	ENSG00000147955
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000022355
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000145864
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000113327
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000166206
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000109158
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000182256
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000268089
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000011677
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000094755
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000187730
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000163285
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000163288
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000102287
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000151834
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000186297
CHEMBL3989724	Small molecule		CHEMBL968	ENSG00000145863
CHEMBL3989845	Small molecule		CHEMBL11	ENSG00000108576
CHEMBL3989845	Small molecule		CHEMBL11	ENSG00000103546
CHEMBL409867	Small molecule			
CHEMBL419213	Small molecule		CHEMBL1237	ENSG00000159640
CHEMBL4297205	Small molecule			
CHEMBL4297262	Small molecule			
CHEMBL4297692	Unknown			
CHEMBL4297698	Unknown			
CHEMBL4297768	Oligosaccharide			ENSG00000126218
CHEMBL4298168	Small molecule		CHEMBL4297513	
CHEMBL448343	Small molecule			ENSG00000204681
CHEMBL448343	Small molecule			ENSG00000136928
CHEMBL455384	Small molecule			
CHEMBL4643852	Unknown	CHEMBL4742876		
CHEMBL4650306	Protein		CHEMBL4651038	
CHEMBL4650309	Small molecule		CHEMBL4650733	
CHEMBL4650332	Small molecule			ENSG00000143627
CHEMBL47302	Small molecule			
CHEMBL478	Small molecule	CHEMBL1256321		
CHEMBL478	Small molecule	CHEMBL1256029		
CHEMBL4802137	Small molecule			
CHEMBL486214	Small molecule			
CHEMBL489411	Small molecule	CHEMBL4303363		
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000122025
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000097007
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000087586
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000105639
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000178999
CHEMBL495727	Small molecule	CHEMBL496311		ENSG00000096968
CHEMBL5077276	Unknown			
CHEMBL5095180	Small molecule			
CHEMBL5095350	Oligonucleotide			
CHEMBL5095383	Protein			
CHEMBL556417	Small molecule			
CHEMBL565808	Small molecule			
CHEMBL611	Small molecule	CHEMBL1201091		ENSG00000120907
CHEMBL611	Small molecule	CHEMBL1201091		ENSG00000171873
CHEMBL611	Small molecule	CHEMBL1201091		ENSG00000170214
CHEMBL611	Small molecule	CHEMBL3989562		ENSG00000120907
CHEMBL611	Small molecule	CHEMBL3989562		ENSG00000171873
CHEMBL611	Small molecule	CHEMBL3989562		ENSG00000170214
CHEMBL611	Small molecule	CHEMBL1256665		ENSG00000120907
CHEMBL611	Small molecule	CHEMBL1256665		ENSG00000171873
CHEMBL611	Small molecule	CHEMBL1256665		ENSG00000170214
CHEMBL1003	Small molecule		CHEMBL777	
CHEMBL105720	Small molecule			
CHEMBL1090488	Small molecule	CHEMBL1204059		ENSG00000166603
CHEMBL1093053	Small molecule			
CHEMBL112953	Small molecule			
CHEMBL1161253	Small molecule			
CHEMBL1200584	Small molecule		CHEMBL1169	
CHEMBL1200671	Protein		CHEMBL1201309	ENSG00000109163
CHEMBL1201083	Small molecule		CHEMBL1644695	
CHEMBL1201265	Small molecule	CHEMBL1201081		ENSG00000113580
CHEMBL1201345	Small molecule	CHEMBL1200354		
CHEMBL1201419	Protein			ENSG00000138039
CHEMBL1201717	Protein			ENSG00000140443
CHEMBL1209145	Small molecule			
CHEMBL1230065	Small molecule			ENSG00000112062
CHEMBL1237102	Small molecule		CHEMBL1615438	ENSG00000196639
CHEMBL129529	Small molecule	CHEMBL3142544		
CHEMBL1347128	Small molecule	CHEMBL2133724		
CHEMBL1364144	Small molecule			ENSG00000113580
CHEMBL1407356	Small molecule			
CHEMBL140830	Small molecule			
CHEMBL1761942	Small molecule			
CHEMBL1764	Small molecule	CHEMBL2104973		ENSG00000149295
CHEMBL1764	Small molecule	CHEMBL2104973		ENSG00000151577
CHEMBL1764	Small molecule	CHEMBL2104973		ENSG00000069696
CHEMBL1764	Small molecule	CHEMBL1725730		ENSG00000149295
CHEMBL1764	Small molecule	CHEMBL1725730		ENSG00000151577
CHEMBL1764	Small molecule	CHEMBL1725730		ENSG00000069696
CHEMBL1922235	Small molecule	CHEMBL1922345		ENSG00000126218
CHEMBL1922235	Small molecule	CHEMBL3527359		ENSG00000126218
CHEMBL200177	Small molecule			
CHEMBL2019090	Small molecule			ENSG00000188822
CHEMBL2063462	Small molecule			
CHEMBL2104449	Small molecule			ENSG00000187486
CHEMBL2104449	Small molecule			ENSG00000069431
CHEMBL2104449	Small molecule			ENSG00000006071
CHEMBL2104449	Small molecule			ENSG00000121361
CHEMBL2106471	Small molecule			
CHEMBL2107880	Antibody			
CHEMBL2108015	Unknown			
CHEMBL2108627	Gene			
CHEMBL2108658	Antibody			ENSG00000163599
CHEMBL2109171	Protein			
CHEMBL2109322	Antibody			ENSG00000182578
CHEMBL218375	Small molecule			
CHEMBL2205002	Small molecule			
CHEMBL2220486	Small molecule	CHEMBL2180605		ENSG00000066468
CHEMBL2220486	Small molecule	CHEMBL2180605		ENSG00000102755
CHEMBL2220486	Small molecule	CHEMBL2180605		ENSG00000037280
CHEMBL2220486	Small molecule	CHEMBL2180605		ENSG00000128052
CHEMBL2220486	Small molecule	CHEMBL2180605		ENSG00000077782
CHEMBL235191	Small molecule			ENSG00000116478
CHEMBL235191	Small molecule			ENSG00000171720
CHEMBL235191	Small molecule			ENSG00000094631
CHEMBL235191	Small molecule			ENSG00000196591
CHEMBL235191	Small molecule			ENSG00000108840
CHEMBL235191	Small molecule			ENSG00000061273
CHEMBL235191	Small molecule			ENSG00000147099
CHEMBL235191	Small molecule			ENSG00000163517
CHEMBL235191	Small molecule			ENSG00000068024
CHEMBL235191	Small molecule			ENSG00000048052
CHEMBL235191	Small molecule			ENSG00000100429
CHEMBL248176	Small molecule			
CHEMBL294199	Small molecule			ENSG00000196689
CHEMBL3	Small molecule	CHEMBL3137669		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL3137669		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL1448280		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL1448280		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL3989563		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL3989563		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL3182465		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL3182465		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL151515		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL151515		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL225057		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL225057		ENSG00000101204
CHEMBL3	Small molecule	CHEMBL1201536		ENSG00000160716
CHEMBL3	Small molecule	CHEMBL1201536		ENSG00000101204
CHEMBL3133037	Small molecule			ENSG00000128602
CHEMBL3261920	Small molecule			
CHEMBL3301624	Protein	CHEMBL4650273		ENSG00000166603
CHEMBL332971	Small molecule			
CHEMBL336626	Small molecule			
CHEMBL3545171	Small molecule			ENSG00000169432
CHEMBL3545215	Small molecule			ENSG00000096968
CHEMBL361078	Small molecule			
CHEMBL3707206	Small molecule		CHEMBL1232903	
CHEMBL3707377	Small molecule			ENSG00000082175
CHEMBL3775741	Small molecule		CHEMBL4301078	
CHEMBL38397	Small molecule			
CHEMBL396298	Small molecule	CHEMBL569424		
CHEMBL396298	Small molecule	CHEMBL2074730		
CHEMBL3990041	Gene			
CHEMBL3991432	Unknown	CHEMBL3989924		ENSG00000162009
CHEMBL3991432	Unknown	CHEMBL3989924		ENSG00000180616
CHEMBL3991432	Unknown	CHEMBL3989924		ENSG00000132671
CHEMBL3991432	Unknown	CHEMBL3989924		ENSG00000139874
CHEMBL3991432	Unknown	CHEMBL3989924		ENSG00000278195
CHEMBL4099031	Small molecule			
CHEMBL4160872	Small molecule			
CHEMBL423	Small molecule	CHEMBL1691		ENSG00000043591
CHEMBL4297183	Small molecule			ENSG00000166148
CHEMBL4297293	Small molecule		CHEMBL4205783	ENSG00000148680
CHEMBL4297416	Small molecule			ENSG00000012779
CHEMBL4297555	Unknown			ENSG00000167658
CHEMBL4297555	Unknown			ENSG00000198851
CHEMBL435966	Small molecule			
CHEMBL4436748	Unknown			
CHEMBL4455124	Unknown			
CHEMBL446061	Small molecule			
CHEMBL44884	Small molecule	CHEMBL1788373		
CHEMBL44884	Small molecule	CHEMBL3140361		
CHEMBL44884	Small molecule	CHEMBL1628240		
CHEMBL4551635	Unknown			
CHEMBL4594493	Unknown			
CHEMBL4594526	Antibody			
CHEMBL4650516	Antibody			ENSG00000188389
CHEMBL4852381	Unknown			
CHEMBL485696	Small molecule			
CHEMBL491228	Small molecule			
CHEMBL493062	Small molecule			
CHEMBL519364	Small molecule	CHEMBL1203969		
CHEMBL590799	Small molecule	CHEMBL85164		
CHEMBL601462	Small molecule			
CHEMBL705	Small molecule			ENSG00000204231
CHEMBL705	Small molecule			ENSG00000172819
CHEMBL705	Small molecule			ENSG00000143171
CHEMBL705	Small molecule			ENSG00000077092
CHEMBL705	Small molecule			ENSG00000131759
CHEMBL705	Small molecule			ENSG00000186350
CHEMBL8642	Small molecule	CHEMBL557773		
CHEMBL93960	Small molecule			
CHEMBL1043	Small molecule			
CHEMBL1200340	Small molecule		CHEMBL1229	
CHEMBL1200647	Small molecule			
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000144285
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000183873
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000007314
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000136546
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000136531
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000169432
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000153253
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000168356
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000196876
CHEMBL1200715	Small molecule		CHEMBL1197	ENSG00000185313
CHEMBL1200769	Small molecule		CHEMBL1241	ENSG00000196639
CHEMBL1200963	Small molecule			ENSG00000122420
CHEMBL1201152	Small molecule		CHEMBL982	ENSG00000082556
CHEMBL1201152	Small molecule		CHEMBL982	ENSG00000116329
CHEMBL1201152	Small molecule		CHEMBL982	ENSG00000112038
CHEMBL1201204	Small molecule	CHEMBL1200672		
CHEMBL1201275	Small molecule	CHEMBL1200859		
CHEMBL1201659	Small molecule		CHEMBL505	ENSG00000196639
CHEMBL1213371	Small molecule			
CHEMBL122270	Small molecule	CHEMBL1257005		
CHEMBL1232157	Small molecule			
CHEMBL1256994	Small molecule		CHEMBL1231700	
CHEMBL135287	Small molecule			
CHEMBL1475252	Small molecule			
CHEMBL153585	Small molecule			
CHEMBL1583	Small molecule	CHEMBL1200965		
CHEMBL1628233	Small molecule		CHEMBL4297067	
CHEMBL1650443	Small molecule	CHEMBL1650457		ENSG00000197635
CHEMBL1650443	Small molecule	CHEMBL2105754		ENSG00000197635
CHEMBL1650443	Small molecule	CHEMBL1650456		ENSG00000197635
CHEMBL1794791	Small molecule	CHEMBL3950828		
CHEMBL1908397	Small molecule			ENSG00000178999
CHEMBL1908397	Small molecule			ENSG00000122025
CHEMBL1908397	Small molecule			ENSG00000087586
CHEMBL1908397	Small molecule			ENSG00000097007
CHEMBL2103794	Small molecule		CHEMBL2110579	ENSG00000121853
CHEMBL2103959	Small molecule			
CHEMBL2104783	Small molecule			
CHEMBL2107386	Small molecule		CHEMBL493982	ENSG00000181104
CHEMBL2109303	Antibody			
CHEMBL2109458	Antibody			ENSG00000115594
CHEMBL2110781	Small molecule	CHEMBL3989550		
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000162989
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000120457
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000055118
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000183873
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000130037
CHEMBL2111112	Small molecule	CHEMBL2107383		ENSG00000171385
CHEMBL2165615	Small molecule			ENSG00000106633
CHEMBL225071	Small molecule			ENSG00000176890
CHEMBL2315927	Small molecule			
CHEMBL2334760	Small molecule			
CHEMBL234580	Small molecule			
CHEMBL237337	Small molecule	CHEMBL377221		
CHEMBL2396661	Small molecule			ENSG00000121879
CHEMBL244243	Small molecule			ENSG00000166148
CHEMBL247399	Small molecule			
CHEMBL253359	Small molecule			
CHEMBL258202	Small molecule			
CHEMBL260629	Small molecule	CHEMBL1256282		
CHEMBL273158	Small molecule			
CHEMBL3186422	Small molecule	CHEMBL3186755		
CHEMBL3298923	Small molecule			
CHEMBL3301601	Small molecule			ENSG00000186318
CHEMBL3301622	Small molecule	CHEMBL3301603		ENSG00000122025
CHEMBL3301622	Small molecule	CHEMBL3301603		ENSG00000167601
CHEMBL3301622	Small molecule	CHEMBL4524472		ENSG00000122025
CHEMBL3301622	Small molecule	CHEMBL4524472		ENSG00000167601
CHEMBL3301845	Small molecule	CHEMBL3186177		
CHEMBL3408384	Small molecule			
CHEMBL3545163	Small molecule			ENSG00000128271
CHEMBL3545163	Small molecule			ENSG00000163485
CHEMBL3545295	Small molecule			ENSG00000112033
CHEMBL3545295	Small molecule			ENSG00000132170
CHEMBL356700	Small molecule			
CHEMBL3707219	Small molecule			
CHEMBL3758634	Small molecule			
CHEMBL376408	Small molecule			
CHEMBL380888	Small molecule			
CHEMBL3883761	Small molecule			
CHEMBL3989432	Small molecule			
CHEMBL401473	Small molecule	CHEMBL504438		
CHEMBL4245766	Small molecule			
CHEMBL4249925	Small molecule			
CHEMBL4297457	Small molecule		CHEMBL4301600	ENSG00000117594
CHEMBL4297481	Small molecule			
CHEMBL4297722	Oligonucleotide			ENSG00000106804
CHEMBL4297725	Unknown			
CHEMBL4297930	Unknown			
CHEMBL4298054	Unknown			
CHEMBL431210	Small molecule			
CHEMBL4594363	Unknown			
CHEMBL4594591	Unknown			
CHEMBL4594597	Unknown			
CHEMBL480329	Small molecule			
CHEMBL508583	Small molecule	CHEMBL2028167		
CHEMBL508583	Small molecule	CHEMBL2386602		
CHEMBL509101	Small molecule			
CHEMBL514215	Small molecule	CHEMBL476413		
CHEMBL5190401	unknown			
CHEMBL522891	Small molecule			
CHEMBL559401	Small molecule			
CHEMBL609109	Small molecule	CHEMBL1481539		
CHEMBL609109	Small molecule	CHEMBL1406487		
CHEMBL64676	Small molecule			
CHEMBL688	Small molecule		CHEMBL596	ENSG00000112038
CHEMBL7492	Small molecule	CHEMBL1712863		ENSG00000228716
CHEMBL84242	Small molecule	CHEMBL1989577		
CHEMBL1183605	Small molecule	CHEMBL1600855		
CHEMBL1183605	Small molecule	CHEMBL307346		
CHEMBL1183605	Small molecule	CHEMBL1895807		
CHEMBL1200937	Small molecule			
CHEMBL1200943	Small molecule			
CHEMBL1201728	Small molecule		CHEMBL1118	ENSG00000103546
CHEMBL1201728	Small molecule		CHEMBL1118	ENSG00000108576
CHEMBL1229801	Small molecule	CHEMBL3422995		
CHEMBL1234669	Small molecule			
CHEMBL1234674	Small molecule			
CHEMBL1254190	Small molecule			
CHEMBL128136	Small molecule			
CHEMBL1296	Small molecule	CHEMBL4303232		
CHEMBL1296	Small molecule	CHEMBL1200589		
CHEMBL1321154	Small molecule			
CHEMBL143324	Small molecule			
CHEMBL1517	Small molecule	CHEMBL3989568		
CHEMBL1517	Small molecule	CHEMBL1892210		
CHEMBL1517	Small molecule	CHEMBL1607480		
CHEMBL152	Small molecule			
CHEMBL15770	Small molecule			ENSG00000073756
CHEMBL15770	Small molecule			ENSG00000095303
CHEMBL1688243	Small molecule			ENSG00000160791
CHEMBL1743016	Antibody			ENSG00000110195
CHEMBL1801380	Small molecule			
CHEMBL181361	Small molecule			
CHEMBL1817709	Protein			ENSG00000166148
CHEMBL184431	Small molecule			
CHEMBL184679	Small molecule			
CHEMBL1922178	Small molecule			
CHEMBL197	Small molecule	CHEMBL1994739		
CHEMBL197	Small molecule	CHEMBL570489		
CHEMBL199110	Small molecule			
CHEMBL2063456	Small molecule			
CHEMBL208375	Small molecule	CHEMBL4297390		
CHEMBL208375	Small molecule	CHEMBL380628		
CHEMBL208375	Small molecule	CHEMBL4297495		
CHEMBL2096650	Small molecule		CHEMBL1208642	
CHEMBL2103751	Small molecule			
CHEMBL2105555	Small molecule	CHEMBL2359165		
CHEMBL2105631	Small molecule	CHEMBL2105632		
CHEMBL2107771	Small molecule			ENSG00000069535
CHEMBL2107771	Small molecule			ENSG00000144285
CHEMBL2107771	Small molecule			ENSG00000183873
CHEMBL2107771	Small molecule			ENSG00000007314
CHEMBL2107771	Small molecule			ENSG00000136546
CHEMBL2107771	Small molecule			ENSG00000136531
CHEMBL2107771	Small molecule			ENSG00000169432
CHEMBL2107771	Small molecule			ENSG00000153253
CHEMBL2107771	Small molecule			ENSG00000168356
CHEMBL2107771	Small molecule			ENSG00000196876
CHEMBL2107771	Small molecule			ENSG00000185313
CHEMBL2107771	Small molecule			ENSG00000148408
CHEMBL2107771	Small molecule			ENSG00000176884
CHEMBL2107771	Small molecule			ENSG00000183454
CHEMBL2107771	Small molecule			ENSG00000273079
CHEMBL2107771	Small molecule			ENSG00000105464
CHEMBL2107771	Small molecule			ENSG00000116032
CHEMBL2107771	Small molecule			ENSG00000161509
CHEMBL2107771	Small molecule			ENSG00000198785
CHEMBL2108046	Cell			
CHEMBL2177913	Small molecule	CHEMBL3542290		
CHEMBL2177913	Small molecule	CHEMBL3542259		
CHEMBL2178953	Small molecule			
CHEMBL2323507	Small molecule			
CHEMBL237500	Small molecule			ENSG00000197635
CHEMBL2393130	Small molecule			ENSG00000204256
CHEMBL2393130	Small molecule			ENSG00000141867
CHEMBL2393130	Small molecule			ENSG00000137948
CHEMBL2393130	Small molecule			ENSG00000169925
CHEMBL2403830	Small molecule			
CHEMBL2418349	Small molecule			
CHEMBL252967	Small molecule			
CHEMBL274323	Small molecule			
CHEMBL288812	Small molecule			
CHEMBL290194	Small molecule	CHEMBL1896987		ENSG00000149295
CHEMBL29898	Small molecule			
CHEMBL3182532	Small molecule			
CHEMBL3233140	Small molecule			
CHEMBL326564	Small molecule			
CHEMBL3301600	Small molecule		CHEMBL3301625	ENSG00000010671
CHEMBL3335304	Small molecule			
CHEMBL334491	Small molecule			
CHEMBL33986	Small molecule	CHEMBL299400		ENSG00000082556
CHEMBL33986	Small molecule	CHEMBL299400		ENSG00000112038
CHEMBL3408942	Small molecule			
CHEMBL3414574	Small molecule			
CHEMBL3417325	Small molecule			
CHEMBL3639788	Small molecule	CHEMBL4594286		ENSG00000115419
CHEMBL3815054	Small molecule			
CHEMBL3833306	Antibody			ENSG00000164647
CHEMBL3833306	Antibody			ENSG00000188229
CHEMBL3833306	Antibody			ENSG00000101162
CHEMBL3833306	Antibody			ENSG00000198033
CHEMBL3833306	Antibody			ENSG00000127824
CHEMBL3833306	Antibody			ENSG00000258947
CHEMBL3833306	Antibody			ENSG00000167552
CHEMBL3833306	Antibody			ENSG00000104833
CHEMBL3833306	Antibody			ENSG00000261456
CHEMBL3833306	Antibody			ENSG00000196230
CHEMBL3833306	Antibody			ENSG00000123416
CHEMBL3833306	Antibody			ENSG00000167553
CHEMBL3833306	Antibody			ENSG00000152086
CHEMBL3833306	Antibody			ENSG00000137267
CHEMBL3833306	Antibody			ENSG00000137285
CHEMBL3833306	Antibody			ENSG00000176014
CHEMBL383923	Small molecule			
CHEMBL3901151	Small molecule			
CHEMBL395280	Small molecule			
CHEMBL3989826	Small molecule		CHEMBL656	ENSG00000112038
CHEMBL3989856	Small molecule		CHEMBL233406	
CHEMBL403812	Small molecule			
CHEMBL403813	Small molecule			
CHEMBL4064897	Small molecule			
CHEMBL4070364	Small molecule			
CHEMBL418971	Small molecule	CHEMBL4790947		
CHEMBL4205882	Small molecule			
CHEMBL4238063	Small molecule			
CHEMBL4297864	Antibody			ENSG00000169194
CHEMBL4297910	Unknown			
CHEMBL4298105	Protein			
CHEMBL4446338	Unknown			
CHEMBL459008	Small molecule			
CHEMBL4594367	Unknown			
CHEMBL4650316	Small molecule			ENSG00000091831
CHEMBL485286	Small molecule			
CHEMBL485841	Small molecule			
CHEMBL50267	Small molecule	CHEMBL1731625		
CHEMBL5095337	Antibody			
CHEMBL550936	Small molecule	CHEMBL2105678		
CHEMBL58150	Small molecule			
CHEMBL603636	Small molecule			
CHEMBL64925	Protein	CHEMBL536336		
CHEMBL64925	Protein	CHEMBL2447916		
CHEMBL75677	Protein			
CHEMBL886	Small molecule	CHEMBL1823492		
CHEMBL925	Small molecule			
CHEMBL971	Small molecule		CHEMBL448	ENSG00000022355
CHEMBL971	Small molecule		CHEMBL448	ENSG00000145864
CHEMBL971	Small molecule		CHEMBL448	ENSG00000113327
CHEMBL971	Small molecule		CHEMBL448	ENSG00000166206
CHEMBL971	Small molecule		CHEMBL448	ENSG00000109158
CHEMBL971	Small molecule		CHEMBL448	ENSG00000182256
CHEMBL971	Small molecule		CHEMBL448	ENSG00000268089
CHEMBL971	Small molecule		CHEMBL448	ENSG00000011677
CHEMBL971	Small molecule		CHEMBL448	ENSG00000094755
CHEMBL971	Small molecule		CHEMBL448	ENSG00000187730
CHEMBL971	Small molecule		CHEMBL448	ENSG00000163285
CHEMBL971	Small molecule		CHEMBL448	ENSG00000163288
CHEMBL971	Small molecule		CHEMBL448	ENSG00000102287
CHEMBL971	Small molecule		CHEMBL448	ENSG00000151834
CHEMBL971	Small molecule		CHEMBL448	ENSG00000186297
CHEMBL971	Small molecule		CHEMBL448	ENSG00000145863
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000176884
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000183454
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000273079
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000105464
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000116032
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000161509
CHEMBL1094	Small molecule	CHEMBL2130858		ENSG00000198785
CHEMBL1094718	Small molecule			
CHEMBL1163074	Small molecule			
CHEMBL1200480	Protein		CHEMBL1680	ENSG00000162009
CHEMBL1200480	Protein		CHEMBL1680	ENSG00000180616
CHEMBL1200480	Protein		CHEMBL1680	ENSG00000132671
CHEMBL1200480	Protein		CHEMBL1680	ENSG00000139874
CHEMBL1200480	Protein		CHEMBL1680	ENSG00000278195
CHEMBL1200829	Small molecule			
CHEMBL1200870	Small molecule		CHEMBL499	ENSG00000043591
CHEMBL1200870	Small molecule		CHEMBL499	ENSG00000169252
CHEMBL1201748	Small molecule			ENSG00000188229
CHEMBL1201748	Small molecule			ENSG00000101162
CHEMBL1201748	Small molecule			ENSG00000198033
CHEMBL1201748	Small molecule			ENSG00000127824
CHEMBL1201748	Small molecule			ENSG00000258947
CHEMBL1201748	Small molecule			ENSG00000167552
CHEMBL1201748	Small molecule			ENSG00000104833
CHEMBL1201748	Small molecule			ENSG00000261456
CHEMBL1201748	Small molecule			ENSG00000196230
CHEMBL1201748	Small molecule			ENSG00000123416
CHEMBL1201748	Small molecule			ENSG00000167553
CHEMBL1201748	Small molecule			ENSG00000152086
CHEMBL1201748	Small molecule			ENSG00000137267
CHEMBL1201748	Small molecule			ENSG00000137285
CHEMBL1201748	Small molecule			ENSG00000176014
CHEMBL1222313	Small molecule			
CHEMBL1230906	Small molecule	CHEMBL1770613		
CHEMBL1234815	Small molecule			
CHEMBL1235782	Small molecule			
CHEMBL1237061	Small molecule		CHEMBL1201753	ENSG00000113161
CHEMBL1254577	Small molecule	CHEMBL1890276		
CHEMBL1322675	Small molecule	CHEMBL1256654		
CHEMBL1325863	Small molecule			
CHEMBL1374069	Small molecule			
CHEMBL146092	Small molecule			
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000113231
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000073417
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000065989
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000113448
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000184588
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000105650
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000205268
CHEMBL1493	Small molecule	CHEMBL1200875		ENSG00000171408
CHEMBL1508	Small molecule	CHEMBL1200322		ENSG00000108576
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000176884
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000183454
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000273079
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000105464
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000116032
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000161509
CHEMBL1569	Small molecule		CHEMBL660	ENSG00000198785
CHEMBL1587228	Small molecule	CHEMBL2360244		
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000120907
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000150594
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000184160
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000171873
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000170214
CHEMBL159226	Small molecule	CHEMBL1256739		ENSG00000274286
CHEMBL1605	Small molecule			
CHEMBL1698	Small molecule		CHEMBL894	ENSG00000103546
CHEMBL1698	Small molecule		CHEMBL894	ENSG00000142319
CHEMBL1743260	Small molecule			ENSG00000198900
CHEMBL1761512	Small molecule			
CHEMBL1802404	Small molecule			
CHEMBL1808388	Small molecule			ENSG00000140675
CHEMBL1868702	Small molecule			
CHEMBL2063454	Small molecule			
CHEMBL2105581	Small molecule			ENSG00000149295
CHEMBL2106403	Small molecule			
CHEMBL2107387	Small molecule		CHEMBL2104993	ENSG00000108576
