id	biotype	alternativeGenes	subcellular_location	subcellular_location_label
ENSG00000020219	processed_pseudogene		Cytoplasm	Cellular component
ENSG00000059588	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000070182	protein_coding		Cytoplasm	Cellular component
ENSG00000070182	protein_coding		Cytosol	Cytosol
ENSG00000070366	protein_coding		Nucleus	Cellular component
ENSG00000070366	protein_coding		Chromosome	Cellular component
ENSG00000070366	protein_coding		Cytoplasm	Cellular component
ENSG00000070366	protein_coding		Nucleoli	Nucleolus
ENSG00000070366	protein_coding		Cytosol	Cytosol
ENSG00000072071	protein_coding	['ENSG00000288324']	Cell membrane	Cellular component
ENSG00000072071	protein_coding	['ENSG00000288324']	Cell projection	Cellular component
ENSG00000072071	protein_coding	['ENSG00000288324']	Presynaptic cell membrane	Cellular component
ENSG00000072071	protein_coding	['ENSG00000288324']	Synapse	Cellular component
ENSG00000073536	protein_coding		Nucleus	Cellular component
ENSG00000073536	protein_coding		Nucleoli	Nucleolus
ENSG00000073536	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000075290	protein_coding		Secreted	Cellular component
ENSG00000083454	protein_coding		Membrane	Cellular component
ENSG00000083454	protein_coding		Cytosol	Cytosol
ENSG00000083782	protein_coding		Secreted	Cellular component
ENSG00000086200	protein_coding		Cytoplasm	Cellular component
ENSG00000086200	protein_coding		Nucleus	Cellular component
ENSG00000086200	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000086200	protein_coding		Cytosol	Cytosol
ENSG00000087087	protein_coding		Nucleus	Cellular component
ENSG00000087087	protein_coding		Cytoplasm	Cellular component
ENSG00000087087	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000087502	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000087502	protein_coding		Golgi apparatus	Cellular component
ENSG00000087502	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000087502	protein_coding		Cytoplasm	Cellular component
ENSG00000087502	protein_coding		Nucleus	Cellular component
ENSG00000087502	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000087502	protein_coding		Vesicles	Vesicle
ENSG00000087502	protein_coding		Nucleoli rim	Nucleolus
ENSG00000092201	protein_coding		Nucleus	Cellular component
ENSG00000092201	protein_coding		Chromosome	Cellular component
ENSG00000092201	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000092201	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000100567	protein_coding		Cytoplasm	Cellular component
ENSG00000100567	protein_coding		Nucleus	Cellular component
ENSG00000101198	protein_coding		Cell membrane	Cellular component
ENSG00000102078	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000102078	protein_coding		Mitochondria	Mitochondrion
ENSG00000103544	protein_coding		Membrane	Cellular component
ENSG00000103544	protein_coding		Endosome	Cellular component
ENSG00000103544	protein_coding		Mitochondria	Mitochondrion
ENSG00000105707	protein_coding		Cell membrane	Cellular component
ENSG00000105707	protein_coding		Apical cell membrane	Cellular component
ENSG00000105993	protein_coding		Cytoplasm	Cellular component
ENSG00000105993	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105993	protein_coding		Cytosol	Cytosol
ENSG00000106006	protein_coding		Nucleus	Cellular component
ENSG00000106006	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000106006	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000106012	protein_coding		Cell projection	Cellular component
ENSG00000106012	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000106012	protein_coding		Cytosol	Cytosol
ENSG00000107807	protein_coding		Nucleus	Cellular component
ENSG00000108826	protein_coding		Mitochondrion	Cellular component
ENSG00000115252	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000115657	protein_coding		Cell membrane	Cellular component
ENSG00000115657	protein_coding		Mitochondrion outer membrane	Cellular component
ENSG00000115657	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000115657	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000115657	protein_coding		Endosome membrane	Cellular component
ENSG00000115657	protein_coding		Lysosome membrane	Cellular component
ENSG00000115657	protein_coding		Late endosome membrane	Cellular component
ENSG00000115657	protein_coding		Early endosome membrane	Cellular component
ENSG00000115657	protein_coding		Secreted	Cellular component
ENSG00000115657	protein_coding		Mitochondrion	Cellular component
ENSG00000115657	protein_coding		Endosome	Cellular component
ENSG00000115657	protein_coding		Melanosome membrane	Cellular component
ENSG00000115657	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000115657	protein_coding		Cytosol	Cytosol
ENSG00000115657	protein_coding		Mitochondria	Mitochondrion
ENSG00000115657	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000115657	protein_coding		Plasma membrane	Cell membrane
ENSG00000115705	protein_coding		Membrane	Cellular component
ENSG00000115705	protein_coding		[Isoform 3]: Cell surface	Cellular component
ENSG00000115966	protein_coding		Nucleus	Cellular component
ENSG00000115966	protein_coding		Cytoplasm	Cellular component
ENSG00000115966	protein_coding		Mitochondrion outer membrane	Cellular component
ENSG00000115966	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000116525	protein_coding		Cytoplasm	Cellular component
ENSG00000116525	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000116525	protein_coding		Vesicles	Vesicle
ENSG00000118160	protein_coding		Cell membrane	Cellular component
ENSG00000118160	protein_coding		Basolateral cell membrane	Cellular component
ENSG00000118160	protein_coding		Perikaryon	Cellular component
ENSG00000118160	protein_coding		Cell projection	Cellular component
ENSG00000119574	protein_coding		Nucleus	Cellular component
ENSG00000119574	protein_coding		Cytosol	Cytosol
ENSG00000119574	protein_coding		Nuclear bodies	Nuclear body
ENSG00000119888	protein_coding		Lateral cell membrane	Cellular component
ENSG00000119888	protein_coding		Cell junction	Cellular component
ENSG00000119888	protein_coding		Plasma membrane	Cell membrane
ENSG00000120341	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000120341	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000120341	protein_coding		Plasma membrane	Cell membrane
ENSG00000120341	protein_coding		Actin filaments	Cytoskeleton
ENSG00000124657	protein_coding		Cell membrane	Cellular component
ENSG00000130054	protein_coding		Membrane	Cellular component
ENSG00000135114	protein_coding		[Isoform p56]: Nucleus	Cellular component
ENSG00000135114	protein_coding		Cytoplasm	Cellular component
ENSG00000135114	protein_coding		[Isoform p30]: Cytoplasm	Cellular component
ENSG00000135114	protein_coding		Cytosol	Cytosol
ENSG00000135114	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000141933	protein_coding		Cytoplasm	Cellular component
ENSG00000141933	protein_coding		Cell projection	Cellular component
ENSG00000143013	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000143013	protein_coding		Midbody ring	Midbody ring
ENSG00000143198	protein_coding		Mitochondrion outer membrane	Cellular component
ENSG00000143198	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000144648	protein_coding		Early endosome	Cellular component
ENSG00000144648	protein_coding		Recycling endosome	Cellular component
ENSG00000144648	protein_coding		Cell membrane	Cellular component
ENSG00000144648	protein_coding		Cytosol	Cytosol
ENSG00000144648	protein_coding		Vesicles	Vesicle
ENSG00000144648	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000144711	protein_coding		Cytoplasm	Cellular component
ENSG00000144711	protein_coding		Nucleus	Cellular component
ENSG00000144711	protein_coding		Postsynaptic density	Cellular component
ENSG00000144711	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000144711	protein_coding		Nucleoli	Nucleolus
ENSG00000144711	protein_coding		Nucleoli rim	Nucleolus
ENSG00000144711	protein_coding		Vesicles	Vesicle
ENSG00000145723	protein_coding		Nucleoli	Nucleolus
ENSG00000145723	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000146858	protein_coding		Cytosol	Cytosol
ENSG00000147166	protein_coding		Cytosol	Cytosol
ENSG00000147588	protein_coding		Cytoplasm	Cellular component
ENSG00000147912	protein_coding		Cytoplasm	Cellular component
ENSG00000147912	protein_coding		Cytosol	Cytosol
ENSG00000147912	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000148136	protein_coding		Cell membrane	Cellular component
ENSG00000153885	protein_coding		Nucleus	Cellular component
ENSG00000153885	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000153885	protein_coding		Cytosol	Cytosol
ENSG00000156411	protein_coding		Mitochondrion membrane	Cellular component
ENSG00000156411	protein_coding		Mitochondria	Mitochondrion
ENSG00000156411	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000158545	protein_coding		Nucleus	Cellular component
ENSG00000158545	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000162377	protein_coding		Mitochondrion intermembrane space	Cellular component
ENSG00000162377	protein_coding		Mitochondria	Mitochondrion
ENSG00000162377	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000162782	protein_coding		Cytoplasm	Cellular component
ENSG00000163254	protein_coding	['ENSG00000285011']	Cytosol	Cytosol
ENSG00000163254	protein_coding	['ENSG00000285011']	Vesicles	Vesicle
ENSG00000163406	protein_coding		Apical cell membrane	Cellular component
ENSG00000163406	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000166046	protein_coding		Cytoplasm	Cellular component
ENSG00000166046	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000168314	protein_coding		Cytoplasm	Cellular component
ENSG00000168314	protein_coding		Cytoplasmic bodies	Cytoplasmic ribonucleoprotein granule
ENSG00000170190	protein_coding		Cell membrane	Cellular component
ENSG00000170322	protein_coding		Nucleus	Cellular component
ENSG00000170322	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000170471	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000170892	protein_coding	['ENSG00000278605', 'ENSG00000274796', 'ENSG00000275165', 'ENSG00000278712', 'ENSG00000274672', 'ENSG00000274129', 'ENSG00000274078', 'ENSG00000278622', 'ENSG00000273896']	Nucleus	Cellular component
ENSG00000170892	protein_coding	['ENSG00000278605', 'ENSG00000274796', 'ENSG00000275165', 'ENSG00000278712', 'ENSG00000274672', 'ENSG00000274129', 'ENSG00000274078', 'ENSG00000278622', 'ENSG00000273896']	Nucleoplasm	Nucleoplasm
ENSG00000171302	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000171302	protein_coding		Golgi apparatus	Cellular component
ENSG00000171302	protein_coding		Cell membrane	Cellular component
ENSG00000171302	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000171970	protein_coding		Nucleus	Cellular component
ENSG00000171970	protein_coding		Nucleoli	Nucleolus
ENSG00000171984	protein_coding		Chromosome	Cellular component
ENSG00000171984	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000171984	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000171984	protein_coding		Vesicles	Vesicle
ENSG00000172765	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000172935	protein_coding		Cell membrane	Cellular component
ENSG00000172935	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000172935	protein_coding		Plasma membrane	Cell membrane
ENSG00000173926	protein_coding		Cytoplasmic vesicle membrane	Cellular component
ENSG00000173926	protein_coding		Early endosome membrane	Cellular component
ENSG00000173926	protein_coding		Vesicles	Vesicle
ENSG00000175097	protein_coding		Nucleus	Cellular component
ENSG00000175097	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000175931	protein_coding		Cytoplasm	Cellular component
ENSG00000175931	protein_coding		Nucleus	Cellular component
ENSG00000175931	protein_coding		Nuclear bodies	Nuclear body
ENSG00000175931	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000176209	protein_coding		Membrane	Cellular component
ENSG00000176209	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000177150	protein_coding		Membrane	Cellular component
ENSG00000177150	protein_coding		Mitochondrion	Cellular component
ENSG00000177150	protein_coding		Cytoplasm	Cellular component
ENSG00000177150	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000177150	protein_coding		Mitochondria	Mitochondrion
ENSG00000177150	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000177291	protein_coding		Cell membrane	Cellular component
ENSG00000181017	protein_coding		Cell membrane	Cellular component
ENSG00000181409	protein_coding		Membrane	Cellular component
ENSG00000181409	protein_coding		Cytoplasm	Cellular component
ENSG00000181409	protein_coding		Mitochondria	Mitochondrion
ENSG00000181826	protein_coding		Cell membrane	Cellular component
ENSG00000181826	protein_coding		Microtubules	Cytoskeleton
ENSG00000181826	protein_coding		Plasma membrane	Cell membrane
ENSG00000182158	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000182158	protein_coding		[Processed cyclic AMP-responsive element-binding protein 3-like protein 2]: Nucleus	Cellular component
ENSG00000182158	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000182158	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000183032	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000185634	protein_coding		Postsynaptic cell membrane	Cellular component
ENSG00000185634	protein_coding		Cytosol	Cytosol
ENSG00000196950	protein_coding		Cell membrane	Cellular component
ENSG00000196950	protein_coding		Apical cell membrane	Cellular component
ENSG00000196950	protein_coding		Cytosol	Cytosol
ENSG00000196950	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000196950	protein_coding		Plasma membrane	Cell membrane
ENSG00000197261	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000197937	protein_coding		Nucleus	Cellular component
ENSG00000197937	protein_coding		Microtubules	Cytoskeleton
ENSG00000198015	protein_coding		Mitochondrion	Cellular component
ENSG00000198015	protein_coding		Mitochondria	Mitochondrion
ENSG00000198015	protein_coding		Plasma membrane	Cell membrane
ENSG00000198835	protein_coding		Cell membrane	Cellular component
ENSG00000198835	protein_coding		Cell junction	Cellular component
ENSG00000198835	protein_coding		Cytosol	Cytosol
ENSG00000198835	protein_coding		Plasma membrane	Cell membrane
ENSG00000213079	protein_coding		Nucleus	Cellular component
ENSG00000213079	protein_coding		Nucleus matrix	Cellular component
ENSG00000213079	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000213588	protein_coding	['ENSG00000236515']	Nucleus	Cellular component
ENSG00000213588	protein_coding	['ENSG00000236515']	Nucleoplasm	Nucleoplasm
ENSG00000213588	protein_coding	['ENSG00000236515']	Cytosol	Cytosol
ENSG00000213588	protein_coding	['ENSG00000236515']	Nuclear membrane	Nucleus membrane
ENSG00000213983	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000213983	protein_coding		Cytoplasmic vesicle membrane	Cellular component
ENSG00000213983	protein_coding		Endosome membrane	Cellular component
ENSG00000214194	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000214194	protein_coding		Mitochondrion membrane	Cellular component
ENSG00000224578	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000224902	protein_coding		Plasma membrane	Cell membrane
ENSG00000224902	protein_coding		Cytosol	Cytosol
ENSG00000224902	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000227357	protein_coding	['ENSG00000231021']	Cell membrane	Cellular component
ENSG00000227357	protein_coding	['ENSG00000231021']	Endoplasmic reticulum membrane	Cellular component
ENSG00000227357	protein_coding	['ENSG00000231021']	Golgi apparatus	Cellular component
ENSG00000227357	protein_coding	['ENSG00000231021']	Endosome membrane	Cellular component
ENSG00000227357	protein_coding	['ENSG00000231021']	Lysosome membrane	Cellular component
ENSG00000227357	protein_coding	['ENSG00000231021']	Late endosome membrane	Cellular component
ENSG00000230257	lncRNA		Nucleus	Cellular component
ENSG00000243279	protein_coding		Endosome membrane	Cellular component
ENSG00000243279	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000243279	protein_coding		Vesicles	Vesicle
ENSG00000249693	protein_coding		Plasma membrane	Cell membrane
ENSG00000262655	protein_coding		Secreted	Cellular component
ENSG00000269433	protein_coding		Cell membrane	Cellular component
ENSG00000006194	protein_coding		Nucleus	Cellular component
ENSG00000006194	protein_coding		Cytosol	Cytosol
ENSG00000006194	protein_coding		Mitotic spindle	Spindle
ENSG00000006194	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000007520	protein_coding		Cytoplasm	Cellular component
ENSG00000007520	protein_coding		Cytosol	Cytosol
ENSG00000007520	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000020922	protein_coding		Nucleus	Cellular component
ENSG00000020922	protein_coding		Chromosome	Cellular component
ENSG00000020922	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000036549	protein_coding		Nucleus	Cellular component
ENSG00000036549	protein_coding		Nucleoli	Nucleolus
ENSG00000036549	protein_coding		Nucleoli rim	Nucleolus
ENSG00000036549	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000053524	protein_coding		Centriolar satellite	Centriolar satellite
ENSG00000053524	protein_coding		Cytosol	Cytosol
ENSG00000060971	protein_coding		Peroxisome	Cellular component
ENSG00000060971	protein_coding		Peroxisomes	Peroxisome
ENSG00000063761	protein_coding		Mitochondrion	Cellular component
ENSG00000063761	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000063761	protein_coding		Predicted to be secreted	
ENSG00000068831	protein_coding		Cytoplasm	Cellular component
ENSG00000068831	protein_coding		Cell membrane	Cellular component
ENSG00000068831	protein_coding		Synapse	Cellular component
ENSG00000068831	protein_coding		Cell projection	Cellular component
ENSG00000068831	protein_coding		Plasma membrane	Cell membrane
ENSG00000069011	protein_coding		Nucleus	Cellular component
ENSG00000069011	protein_coding		Nucleoli	Nucleolus
ENSG00000069849	protein_coding		Apical cell membrane	Cellular component
ENSG00000069849	protein_coding		Basolateral cell membrane	Cellular component
ENSG00000069849	protein_coding		Plasma membrane	Cell membrane
ENSG00000079102	protein_coding		Nucleus	Cellular component
ENSG00000079102	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000080824	protein_coding		Nucleus	Cellular component
ENSG00000080824	protein_coding		Cytoplasm	Cellular component
ENSG00000080824	protein_coding		Melanosome	Cellular component
ENSG00000080824	protein_coding		Cell membrane	Cellular component
ENSG00000080824	protein_coding		Mitochondrion	Cellular component
ENSG00000080824	protein_coding		Cytosol	Cytosol
ENSG00000082213	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000090266	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000090266	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000090266	protein_coding		Mitochondria	Mitochondrion
ENSG00000100028	protein_coding		Cytoplasm	Cellular component
ENSG00000100028	protein_coding		Nucleus	Cellular component
ENSG00000100028	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000100028	protein_coding		Cytosol	Cytosol
ENSG00000100028	protein_coding		Nuclear bodies	Nuclear body
ENSG00000100034	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000100034	protein_coding		Plasma membrane	Cell membrane
ENSG00000100359	protein_coding		Cytoplasm	Cellular component
ENSG00000100359	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000100526	protein_coding		Cytoplasm	Cellular component
ENSG00000100526	protein_coding		Cytosol	Cytosol
ENSG00000101162	protein_coding		Cytoplasm	Cellular component
ENSG00000101162	protein_coding		Microtubules	Cytoskeleton
ENSG00000101162	protein_coding		Cytokinetic bridge	
ENSG00000101162	protein_coding		Mitotic spindle	Spindle
ENSG00000104435	protein_coding		Cytoplasm	Cellular component
ENSG00000104435	protein_coding		Cell projection	Cellular component
ENSG00000104435	protein_coding		Membrane	Cellular component
ENSG00000104435	protein_coding		Golgi apparatus	Cellular component
ENSG00000104435	protein_coding		Endosome	Cellular component
ENSG00000104435	protein_coding		Vesicles	Vesicle
ENSG00000104435	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000104880	protein_coding		Cytoplasm	Cellular component
ENSG00000104880	protein_coding		Cell membrane	Cellular component
ENSG00000104880	protein_coding		Apical cell membrane	Cellular component
ENSG00000104880	protein_coding		Cytosol	Cytosol
ENSG00000104880	protein_coding		Plasma membrane	Cell membrane
ENSG00000104979	protein_coding		Nucleoli	Nucleolus
ENSG00000104979	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105825	protein_coding		Secreted	Cellular component
ENSG00000109851	protein_coding		Nucleus	Cellular component
ENSG00000111906	protein_coding		Nucleoli	Nucleolus
ENSG00000111906	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000112902	protein_coding		Membrane	Cellular component
ENSG00000118407	protein_coding		Cytoplasm	Cellular component
ENSG00000118407	protein_coding		Actin filaments	Cytoskeleton
ENSG00000118407	protein_coding		Plasma membrane	Cell membrane
ENSG00000118816	protein_coding		Nucleus membrane	Cellular component
ENSG00000118816	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000118816	protein_coding		Nuclear bodies	Nuclear body
ENSG00000118816	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000119946	protein_coding		Cell membrane	Cellular component
ENSG00000119946	protein_coding		Cytosol	Cytosol
ENSG00000119946	protein_coding		Plasma membrane	Cell membrane
ENSG00000121853	protein_coding		Cell membrane	Cellular component
ENSG00000122643	protein_coding		Cytoplasm	Cellular component
ENSG00000122643	protein_coding		[Isoform 2]: Endoplasmic reticulum	Cellular component
ENSG00000122643	protein_coding		Cytosol	Cytosol
ENSG00000122643	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000122643	protein_coding		Nuclear bodies	Nuclear body
ENSG00000122643	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000123405	protein_coding		Nucleus	Cellular component
ENSG00000123405	protein_coding		Cytoplasm	Cellular component
ENSG00000123405	protein_coding		Actin filaments	Cytoskeleton
ENSG00000123405	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000127022	protein_coding	['ENSG00000283777']	Endoplasmic reticulum membrane	Cellular component
ENSG00000127022	protein_coding	['ENSG00000283777']	Melanosome membrane	Cellular component
ENSG00000127022	protein_coding	['ENSG00000283777']	Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000127366	protein_coding		Membrane	Cellular component
ENSG00000127366	protein_coding		Nucleoli	Nucleolus
ENSG00000127366	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000127366	protein_coding		Cytoplasmic bodies	Cytoplasmic ribonucleoprotein granule
ENSG00000127914	protein_coding		Golgi apparatus	Cellular component
ENSG00000127914	protein_coding		Cytoplasm	Cellular component
ENSG00000127914	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000127914	protein_coding		Centrosome	Centrosome
ENSG00000127914	protein_coding		Vesicles	Vesicle
ENSG00000129245	protein_coding		Cytoplasm	Cellular component
ENSG00000129245	protein_coding		Postsynapse	Cellular component
ENSG00000129245	protein_coding		Cytosol	Cytosol
ENSG00000129534	protein_coding		Nucleus	Cellular component
ENSG00000129534	protein_coding		Chromosome	Cellular component
ENSG00000129534	protein_coding		Nucleoli	Nucleolus
ENSG00000129534	protein_coding		Cytosol	Cytosol
ENSG00000132837	protein_coding		Mitochondrion	Cellular component
ENSG00000132837	protein_coding		Mitochondria	Mitochondrion
ENSG00000133433	protein_coding	['ENSG00000278695']	Cytoplasm	Cellular component
ENSG00000133433	protein_coding	['ENSG00000278695']	Cytosol	Cytosol
ENSG00000133433	protein_coding	['ENSG00000278695']	Nucleoplasm	Nucleoplasm
ENSG00000135373	protein_coding		Nucleus	Cellular component
ENSG00000135373	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000135373	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000135392	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000136002	protein_coding		[Isoform 3]: Cytoplasm	Cellular component
ENSG00000136002	protein_coding		Cell projection	Cellular component
ENSG00000136754	protein_coding		Cytoplasm	Cellular component
ENSG00000136754	protein_coding		Cell projection	Cellular component
ENSG00000136754	protein_coding		Postsynaptic density	Cellular component
ENSG00000136754	protein_coding		Cell Junctions	Cell junction
ENSG00000136754	protein_coding		Plasma membrane	Cell membrane
ENSG00000137364	protein_coding		Cytoplasm	Cellular component
ENSG00000138356	protein_coding		Cytoplasm	Cellular component
ENSG00000138750	protein_coding		Nucleus	Cellular component
ENSG00000138750	protein_coding		Nucleus membrane	Cellular component
ENSG00000138750	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000138755	protein_coding		Secreted	Cellular component
ENSG00000140832	protein_coding		Membrane	Cellular component
ENSG00000140832	protein_coding		Cell junction	Cellular component
ENSG00000140832	protein_coding		Vesicles	Vesicle
ENSG00000140832	protein_coding		Intermediate filaments	Nucleus lamina
ENSG00000141519	protein_coding		Cytoplasm	Cellular component
ENSG00000141519	protein_coding		Cell projection	Cellular component
ENSG00000141519	protein_coding		Microtubules	Cytoskeleton
ENSG00000147488	protein_coding		Nucleus	Cellular component
ENSG00000147669	protein_coding		Nucleus	Cellular component
ENSG00000147669	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000154240	protein_coding		Cytoplasm	Cellular component
ENSG00000154240	protein_coding		Centrosome	Centrosome
ENSG00000154240	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000154240	protein_coding		Cytosol	Cytosol
ENSG00000154240	protein_coding		Midbody ring	Midbody ring
ENSG00000155090	protein_coding		Nucleus	Cellular component
ENSG00000157653	protein_coding		Cytosol	Cytosol
ENSG00000158411	protein_coding		Late endosome membrane	Cellular component
ENSG00000158411	protein_coding		Midbody	Cellular component
ENSG00000158411	protein_coding		Membrane	Cellular component
ENSG00000158411	protein_coding		Vesicles	Vesicle
ENSG00000158748	protein_coding		Cell membrane	Cellular component
ENSG00000161031	protein_coding		Secreted	Cellular component
ENSG00000161031	protein_coding		Membrane	Cellular component
ENSG00000161031	protein_coding		Cell Junctions	Cell junction
ENSG00000161031	protein_coding		Predicted to be secreted	
ENSG00000164185	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000164185	protein_coding		Plasma membrane	Cell membrane
ENSG00000165118	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000165724	protein_coding		Cytoplasm	Cellular component
ENSG00000165724	protein_coding		Cell membrane	Cellular component
ENSG00000165724	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000165724	protein_coding		Vesicles	Vesicle
ENSG00000166181	protein_coding		Nucleus	Cellular component
ENSG00000166181	protein_coding		Cytoplasm	Cellular component
ENSG00000166181	protein_coding		[Isoform 3]: Cytoplasm	Cellular component
ENSG00000166181	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000166938	protein_coding		Cytoplasm	Cellular component
ENSG00000166938	protein_coding		Cytosol	Cytosol
ENSG00000166938	protein_coding		Plasma membrane	Cell membrane
ENSG00000166938	protein_coding		Centrosome	Centrosome
ENSG00000167178	protein_coding		Cell membrane	Cellular component
ENSG00000167536	protein_coding		Secreted	Cellular component
ENSG00000167536	protein_coding		Vesicles	Vesicle
ENSG00000167536	protein_coding		Predicted to be secreted	
ENSG00000169903	protein_coding		Membrane	Cellular component
ENSG00000169903	protein_coding		Plasma membrane	Cell membrane
ENSG00000169903	protein_coding		Cytosol	Cytosol
ENSG00000169991	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000169991	protein_coding		Plasma membrane	Cell membrane
ENSG00000170006	protein_coding		Membrane	Cellular component
ENSG00000170006	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000170006	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000171227	protein_coding		Membrane	Cellular component
ENSG00000171227	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000171227	protein_coding		Cytosol	Cytosol
ENSG00000171227	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000173261	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000174482	protein_coding		Membrane	Cellular component
ENSG00000176435	protein_coding		Membrane	Cellular component
