id	biotype	alternativeGenes	subcellular_location	subcellular_location_label
ENSG00000176383	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000176383	protein_coding		Mitochondria	Mitochondrion
ENSG00000176383	protein_coding		Nucleoli	Nucleolus
ENSG00000177045	protein_coding		Cytoplasm	Cellular component
ENSG00000177045	protein_coding		Nucleus	Cellular component
ENSG00000177045	protein_coding		Cytosol	Cytosol
ENSG00000177045	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000177045	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000177045	protein_coding		Vesicles	Vesicle
ENSG00000177453	protein_coding		Cytosol	Cytosol
ENSG00000180447	protein_coding		Cell membrane	Cellular component
ENSG00000180447	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000180914	protein_coding		Cell membrane	Cellular component
ENSG00000182334	protein_coding	['ENSG00000280808', 'ENSG00000278253']	Cell membrane	Cellular component
ENSG00000182934	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000184389	protein_coding		Golgi apparatus	Cellular component
ENSG00000185950	protein_coding		Cytoplasm	Cellular component
ENSG00000185950	protein_coding		Cytosol	Cytosol
ENSG00000185950	protein_coding		Aggresome	
ENSG00000186417	protein_coding		Cell membrane	Cellular component
ENSG00000186417	protein_coding		Cell projection	Cellular component
ENSG00000186417	protein_coding		[Gliomedin shedded ectodomain]: Secreted	Cellular component
ENSG00000186417	protein_coding		Secreted	Cellular component
ENSG00000186417	protein_coding		Plasma membrane	Cell membrane
ENSG00000186417	protein_coding		Vesicles	Vesicle
ENSG00000186417	protein_coding		Predicted to be secreted	
ENSG00000187140	protein_coding		Nucleus	Cellular component
ENSG00000187672	protein_coding		Cytoplasm	Cellular component
ENSG00000187672	protein_coding		Synapse	Cellular component
ENSG00000187672	protein_coding		Presynaptic active zone	Cellular component
ENSG00000187867	protein_coding	['ENSG00000288318']	Cytoplasm	Cellular component
ENSG00000187867	protein_coding	['ENSG00000288318']	Cell membrane	Cellular component
ENSG00000187867	protein_coding	['ENSG00000288318']	Nuclear bodies	Nuclear body
ENSG00000187867	protein_coding	['ENSG00000288318']	Nucleoplasm	Nucleoplasm
ENSG00000187867	protein_coding	['ENSG00000288318']	Plasma membrane	Cell membrane
ENSG00000189433	protein_coding		Cell membrane	Cellular component
ENSG00000189433	protein_coding		Cell junction	Cellular component
ENSG00000189433	protein_coding		Cell Junctions	Cell junction
ENSG00000196411	protein_coding		Cell membrane	Cellular component
ENSG00000196782	protein_coding		Nucleus speckle	Cellular component
ENSG00000196782	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000196867	protein_coding		Nucleus	Cellular component
ENSG00000196867	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000196867	protein_coding		Cytosol	Cytosol
ENSG00000197471	protein_coding		Membrane	Cellular component
ENSG00000197471	protein_coding		Cell projection	Cellular component
ENSG00000197471	protein_coding		[CD43 cytoplasmic tail]: Nucleus	Cellular component
ENSG00000197471	protein_coding		Nucleus	Cellular component
ENSG00000197471	protein_coding		Plasma membrane	Cell membrane
ENSG00000197818	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000197818	protein_coding		Golgi apparatus	Cellular component
ENSG00000197818	protein_coding		Endosome	Cellular component
ENSG00000197818	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000198416	transcribed_unprocessed_pseudogene		Nucleus	Cellular component
ENSG00000204396	protein_coding	['ENSG00000223757', 'ENSG00000234433', 'ENSG00000230048', 'ENSG00000238203']	Secreted	Cellular component
ENSG00000204396	protein_coding	['ENSG00000223757', 'ENSG00000234433', 'ENSG00000230048', 'ENSG00000238203']	Cytosol	Cytosol
ENSG00000204396	protein_coding	['ENSG00000223757', 'ENSG00000234433', 'ENSG00000230048', 'ENSG00000238203']	Plasma membrane	Cell membrane
ENSG00000204396	protein_coding	['ENSG00000223757', 'ENSG00000234433', 'ENSG00000230048', 'ENSG00000238203']	Predicted to be secreted	
ENSG00000205108	protein_coding		Membrane	Cellular component
ENSG00000205108	protein_coding		Plasma membrane	Cell membrane
ENSG00000205108	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000205583	transcribed_unprocessed_pseudogene		Nucleus	Cellular component
ENSG00000211664	IG_V_gene		Secreted	Cellular component
ENSG00000211664	IG_V_gene		Cell membrane	Cellular component
ENSG00000211829	TR_C_gene		Cell membrane	Cellular component
ENSG00000211937	IG_V_gene	['ENSG00000277318']	Secreted	Cellular component
ENSG00000211937	IG_V_gene	['ENSG00000277318']	Cell membrane	Cellular component
ENSG00000234409	protein_coding		Membrane	Cellular component
ENSG00000234409	protein_coding		Nuclear bodies	Nuclear body
ENSG00000234409	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000235818	processed_pseudogene		Cell membrane	Cellular component
ENSG00000253457	protein_coding		Membrane	Cellular component
ENSG00000253457	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000253457	protein_coding		Centrosome	Centrosome
ENSG00000255393	protein_coding	['ENSG00000285463']	Secreted	Cellular component
ENSG00000255837	protein_coding	['ENSG00000273092']	Membrane	Cellular component
ENSG00000271601	protein_coding		Cytosol	Cytosol
ENSG00000276747	protein_coding	['ENSG00000280949']	Cytoplasm	Cellular component
ENSG00000276747	protein_coding	['ENSG00000280949']	Nucleus	Cellular component
ENSG00000276747	protein_coding	['ENSG00000280949']	Cytoplasmic vesicle	Cellular component
ENSG00000284438	protein_coding		Nucleus	Cellular component
ENSG00000000460	protein_coding		Chromosome	Cellular component
ENSG00000000460	protein_coding		Midbody	Cellular component
ENSG00000000460	protein_coding		Cytoplasm	Cellular component
ENSG00000000460	protein_coding		Mitochondria	Mitochondrion
ENSG00000010438	protein_coding		Secreted	Cellular component
ENSG00000010438	protein_coding		Vesicles	Vesicle
ENSG00000010438	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000010438	protein_coding		Predicted to be secreted	
ENSG00000010539	protein_coding		Nucleus	Cellular component
ENSG00000010539	protein_coding		Mitochondria	Mitochondrion
ENSG00000024422	protein_coding		Cell membrane	Cellular component
ENSG00000024422	protein_coding		Membrane	Cellular component
ENSG00000024422	protein_coding		Endosome membrane	Cellular component
ENSG00000024422	protein_coding		Cytoplasm	Cellular component
ENSG00000024422	protein_coding		Plasma membrane	Cell membrane
ENSG00000054796	protein_coding		Nucleus	Cellular component
ENSG00000067842	protein_coding		Cell membrane	Cellular component
ENSG00000067842	protein_coding		Presynaptic cell membrane	Cellular component
ENSG00000071994	protein_coding		Nucleus	Cellular component
ENSG00000071994	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000071994	protein_coding		Cytokinetic bridge	
ENSG00000076662	protein_coding		Membrane	Cellular component
ENSG00000076662	protein_coding		Mitochondria	Mitochondrion
ENSG00000076662	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000076662	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000095110	protein_coding		Secreted	Cellular component
ENSG00000095585	protein_coding		Cytoplasm	Cellular component
ENSG00000095585	protein_coding		Cell membrane	Cellular component
ENSG00000095585	protein_coding		Plasma membrane	Cell membrane
ENSG00000095585	protein_coding		Vesicles	Vesicle
ENSG00000095906	protein_coding		Nucleus	Cellular component
ENSG00000095906	protein_coding		Cytoplasm	Cellular component
ENSG00000095906	protein_coding		Cytosol	Cytosol
ENSG00000095906	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000100731	protein_coding		Membrane	Cellular component
ENSG00000100731	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000101251	protein_coding		Membrane	Cellular component
ENSG00000104671	protein_coding		Cytoplasm	Cellular component
ENSG00000104671	protein_coding		Chromosome	Cellular component
ENSG00000104671	protein_coding		Cytosol	Cytosol
ENSG00000104671	protein_coding		Nucleoli	Nucleolus
ENSG00000104671	protein_coding		Plasma membrane	Cell membrane
ENSG00000104884	protein_coding		Nucleus	Cellular component
ENSG00000104884	protein_coding		Cytoplasm	Cellular component
ENSG00000104884	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000104884	protein_coding		Cytosol	Cytosol
ENSG00000105404	protein_coding		Cell membrane	Cellular component
ENSG00000105404	protein_coding		Cytoplasm	Cellular component
ENSG00000105404	protein_coding		Golgi apparatus	Cellular component
ENSG00000105404	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000106018	protein_coding		Cell membrane	Cellular component
ENSG00000106018	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000108375	protein_coding		Cell membrane	Cellular component
ENSG00000108375	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000108375	protein_coding		Nucleus envelope	Cellular component
ENSG00000108511	protein_coding		Nucleus	Cellular component
ENSG00000108511	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000108511	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000109458	protein_coding		Plasma membrane	Cell membrane
ENSG00000109458	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000111186	protein_coding		Secreted	Cellular component
ENSG00000111186	protein_coding		Vesicles	Vesicle
ENSG00000111186	protein_coding		Predicted to be secreted	
ENSG00000112992	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000112992	protein_coding		Mitochondria	Mitochondrion
ENSG00000115648	protein_coding		Cytoplasm	Cellular component
ENSG00000116918	protein_coding		Cytoplasm	Cellular component
ENSG00000116918	protein_coding		Golgi apparatus	Cellular component
ENSG00000116918	protein_coding		Nucleus	Cellular component
ENSG00000116918	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000116918	protein_coding		Cytosol	Cytosol
ENSG00000116918	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000117139	protein_coding		Nucleus	Cellular component
ENSG00000117139	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000117139	protein_coding		Cytosol	Cytosol
ENSG00000127418	protein_coding		Membrane	Cellular component
ENSG00000127418	protein_coding		Vesicles	Vesicle
ENSG00000128185	protein_coding		Nucleus	Cellular component
ENSG00000130822	protein_coding		Cytoplasm	Cellular component
ENSG00000130822	protein_coding		Plasma membrane	Cell membrane
ENSG00000130822	protein_coding		Cytosol	Cytosol
ENSG00000130822	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000135537	protein_coding		Mitochondrion membrane	Cellular component
ENSG00000135926	protein_coding		Membrane	Cellular component
ENSG00000135926	protein_coding		Endosome membrane	Cellular component
ENSG00000135926	protein_coding		Vesicles	Vesicle
ENSG00000135974	protein_coding		Nucleus	Cellular component
ENSG00000135974	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000135974	protein_coding		Mitochondria	Mitochondrion
ENSG00000138399	protein_coding		Mitochondrion	Cellular component
ENSG00000139329	protein_coding		Secreted	Cellular component
ENSG00000141551	protein_coding		Cytoplasm	Cellular component
ENSG00000141551	protein_coding		Nucleus	Cellular component
ENSG00000141551	protein_coding		Cell membrane	Cellular component
ENSG00000141551	protein_coding		Golgi apparatus	Cellular component
ENSG00000141551	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000141551	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000143753	protein_coding		Mitochondrion membrane	Cellular component
ENSG00000143753	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000143753	protein_coding		Mitochondria	Mitochondrion
ENSG00000151577	protein_coding		Cell membrane	Cellular component
ENSG00000151929	protein_coding		Nucleus	Cellular component
ENSG00000151929	protein_coding		Cytoplasm	Cellular component
ENSG00000151929	protein_coding		Cytosol	Cytosol
ENSG00000151929	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000152558	protein_coding		Membrane	Cellular component
ENSG00000152558	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000152558	protein_coding		Cytosol	Cytosol
ENSG00000152558	protein_coding		Vesicles	Vesicle
ENSG00000155066	protein_coding		Apical cell membrane	Cellular component
ENSG00000155066	protein_coding		Basolateral cell membrane	Cellular component
ENSG00000155066	protein_coding		Cell projection	Cellular component
ENSG00000155066	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000155066	protein_coding		Plasma membrane	Cell membrane
ENSG00000155066	protein_coding		Cell Junctions	Cell junction
ENSG00000158669	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000158764	protein_coding		Secreted	Cellular component
ENSG00000159251	protein_coding		Cytoplasm	Cellular component
ENSG00000161896	protein_coding		Cytoplasm	Cellular component
ENSG00000161896	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000161896	protein_coding		Cytosol	Cytosol
ENSG00000162739	protein_coding		Cell membrane	Cellular component
ENSG00000162739	protein_coding		Cytosol	Cytosol
ENSG00000162739	protein_coding		Plasma membrane	Cell membrane
ENSG00000163001	protein_coding		Nucleus	Cellular component
ENSG00000163001	protein_coding		Cytoplasm	Cellular component
ENSG00000163001	protein_coding		Cell projection	Cellular component
ENSG00000163001	protein_coding		Nuclear bodies	Nuclear body
ENSG00000163001	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000163001	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000164114	protein_coding		Cytoplasm	Cellular component
ENSG00000164778	protein_coding		Nucleus	Cellular component
ENSG00000164778	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000164778	protein_coding		Nucleoli	Nucleolus
ENSG00000164778	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000164938	protein_coding		Cytoplasm	Cellular component
ENSG00000164938	protein_coding		Nucleus	Cellular component
ENSG00000164938	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000164938	protein_coding		Cytosol	Cytosol
ENSG00000165264	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000165264	protein_coding		Mitochondria	Mitochondrion
ENSG00000166164	protein_coding		Nucleus	Cellular component
ENSG00000166164	protein_coding		Chromosome	Cellular component
ENSG00000166164	protein_coding		[Isoform 2]: Nucleus	Cellular component
ENSG00000166164	protein_coding		Cytosol	Cytosol
ENSG00000166164	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000166333	protein_coding		Cell junction	Cellular component
ENSG00000166333	protein_coding		Cell membrane	Cellular component
ENSG00000166333	protein_coding		Cell projection	Cellular component
ENSG00000166333	protein_coding		Cytoplasm	Cellular component
ENSG00000166333	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000166333	protein_coding		Cytosol	Cytosol
ENSG00000166479	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000167323	protein_coding		Cell membrane	Cellular component
ENSG00000167323	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000167323	protein_coding		Cytoplasm	Cellular component
ENSG00000167323	protein_coding		Sarcoplasmic reticulum	Cellular component
ENSG00000167323	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000169083	protein_coding		Nucleus	Cellular component
ENSG00000169083	protein_coding		Cytoplasm	Cellular component
ENSG00000169083	protein_coding		Cytosol	Cytosol
ENSG00000169826	protein_coding		Golgi apparatus	Cellular component
ENSG00000169826	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000170412	protein_coding		Cell membrane	Cellular component
ENSG00000170412	protein_coding		Cytoplasmic vesicle membrane	Cellular component
ENSG00000170412	protein_coding		Centriolar satellite	Centriolar satellite
ENSG00000170412	protein_coding		Cytosol	Cytosol
ENSG00000170412	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000171680	protein_coding		Cytoplasm	Cellular component
ENSG00000171680	protein_coding		Cell membrane	Cellular component
ENSG00000171680	protein_coding		Cell junction	Cellular component
ENSG00000171680	protein_coding		Cell projection	Cellular component
ENSG00000171680	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000174876	protein_coding		Secreted	Cellular component
ENSG00000174953	protein_coding		Nucleus	Cellular component
ENSG00000174953	protein_coding		Cytoplasm	Cellular component
ENSG00000174953	protein_coding		Nucleus speckle	Cellular component
ENSG00000174953	protein_coding		Chromosome	Cellular component
ENSG00000174953	protein_coding		Mitochondrion	Cellular component
ENSG00000174953	protein_coding		Perikaryon	Cellular component
ENSG00000174953	protein_coding		Cell projection	Cellular component
ENSG00000174953	protein_coding		[Isoform 1]: Nucleus	Cellular component
ENSG00000174953	protein_coding		[Isoform 2]: Nucleus	Cellular component
ENSG00000174953	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000174953	protein_coding		Cytosol	Cytosol
ENSG00000174953	protein_coding		Mitochondria	Mitochondrion
ENSG00000175182	protein_coding		Nucleoli rim	Nucleolus
ENSG00000175182	protein_coding		Mitotic chromosome	Chromosome
ENSG00000175463	protein_coding		Nuclear bodies	Nuclear body
ENSG00000176894	protein_coding		Peroxisome membrane	Cellular component
ENSG00000178585	protein_coding		Cytoplasm	Cellular component
ENSG00000178585	protein_coding		Cytosol	Cytosol
ENSG00000178585	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000179869	protein_coding		Cytoplasmic vesicle membrane	Cellular component
ENSG00000179869	protein_coding		Vesicles	Vesicle
ENSG00000179869	protein_coding		Centrosome	Centrosome
ENSG00000179869	protein_coding		Cytosol	Cytosol
ENSG00000179943	protein_coding		Cytoplasm	Cellular component
ENSG00000179943	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000183035	protein_coding		Cytoplasm	Cellular component
ENSG00000183036	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000183036	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000183199	processed_pseudogene		Cytoplasm	Cellular component
ENSG00000184144	protein_coding		Cell membrane	Cellular component
ENSG00000184787	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000184787	protein_coding		Lipid droplet	Cellular component
ENSG00000185559	protein_coding		Membrane	Cellular component
ENSG00000185559	protein_coding		Cytoplasm	Cellular component
ENSG00000185559	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000189091	protein_coding		Nucleus	Cellular component
ENSG00000189091	protein_coding		Nucleoli	Nucleolus
ENSG00000189091	protein_coding		Nucleoli rim	Nucleolus
ENSG00000189091	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000196350	protein_coding		Nucleus	Cellular component
ENSG00000196604	protein_coding		Cytoplasm	Cellular component
ENSG00000197496	protein_coding		Endomembrane system	Cellular component
ENSG00000197496	protein_coding		Cytoplasm	Cellular component
ENSG00000197496	protein_coding		Cytosol	Cytosol
ENSG00000198691	protein_coding		Membrane	Cellular component
ENSG00000198691	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000198691	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000198691	protein_coding		Cell projection	Cellular component
ENSG00000198691	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000204962	protein_coding		Cell membrane	Cellular component
ENSG00000213145	protein_coding		Cytosol	Cytosol
ENSG00000213145	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000213145	protein_coding		Centrosome	Centrosome
ENSG00000213145	protein_coding		Plasma membrane	Cell membrane
ENSG00000214013	protein_coding		Cytosol	Cytosol
ENSG00000214413	protein_coding		Cell projection	Cellular component
ENSG00000214413	protein_coding		Cytoplasm	Cellular component
ENSG00000234289	protein_coding		Nucleus	Cellular component
ENSG00000234289	protein_coding		Chromosome	Cellular component
ENSG00000234289	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000234289	protein_coding		Cytosol	Cytosol
ENSG00000243317	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000243317	protein_coding		Mitochondrion outer membrane	Cellular component
ENSG00000243317	protein_coding		Mitochondrion intermembrane space	Cellular component
ENSG00000243317	protein_coding		Mitochondria	Mitochondrion
ENSG00000244122	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000261052	protein_coding		Cytoplasm	Cellular component
ENSG00000270885	protein_coding		Cell membrane	Cellular component
ENSG00000270885	protein_coding		Vesicles	Vesicle
ENSG00000278870	protein_coding		Cell membrane	Cellular component
ENSG00000007306	protein_coding		Cell membrane	Cellular component
ENSG00000007306	protein_coding		Apical cell membrane	Cellular component
ENSG00000007306	protein_coding		Plasma membrane	Cell membrane
ENSG00000007306	protein_coding		Cytosol	Cytosol
ENSG00000010322	protein_coding		Cell membrane	Cellular component
ENSG00000010322	protein_coding		Cytoplasm	Cellular component
ENSG00000010322	protein_coding		Early endosome	Cellular component
ENSG00000010322	protein_coding		Recycling endosome	Cellular component
ENSG00000010322	protein_coding		Cytosol	Cytosol
ENSG00000010322	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000010322	protein_coding		Cytokinetic bridge	
ENSG00000010322	protein_coding		Microtubules	Cytoskeleton
ENSG00000010322	protein_coding		Vesicles	Vesicle
ENSG00000010379	protein_coding		Cell membrane	Cellular component
ENSG00000010379	protein_coding		Basolateral cell membrane	Cellular component
ENSG00000010379	protein_coding		Mitochondria	Mitochondrion
ENSG00000010379	protein_coding		Cytosol	Cytosol
ENSG00000010379	protein_coding		Nucleoli	Nucleolus
ENSG00000010379	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000013503	protein_coding		Nucleus	Cellular component
ENSG00000013503	protein_coding		Cytoplasm	Cellular component
ENSG00000013503	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000048545	protein_coding		Membrane	Cellular component
ENSG00000048545	protein_coding		Photoreceptor inner segment	Cellular component
ENSG00000048545	protein_coding		Cell projection	Cellular component
ENSG00000048545	protein_coding		Plasma membrane	Cell membrane
ENSG00000065665	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000074370	protein_coding		Nucleus membrane	Cellular component
ENSG00000074370	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000074370	protein_coding		Sarcoplasmic reticulum membrane	Cellular component
ENSG00000075303	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000080845	protein_coding		Membrane	Cellular component
ENSG00000080845	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000080845	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000082269	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000082269	protein_coding		Cytosol	Cytosol
ENSG00000085465	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000085465	protein_coding		Vesicles	Vesicle
ENSG00000085465	protein_coding		Microtubules	Cytoskeleton
ENSG00000085465	protein_coding		Predicted to be secreted	
ENSG00000091542	protein_coding		Nucleus speckle	Cellular component
ENSG00000091542	protein_coding		Cytosol	Cytosol
ENSG00000091542	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000091542	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000091664	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000091664	protein_coding		Synapse	Cellular component
ENSG00000091664	protein_coding		Cell membrane	Cellular component
ENSG00000092345	protein_coding		Cytoplasm	Cellular component
ENSG00000092531	protein_coding		Cell membrane	Cellular component
ENSG00000092531	protein_coding		Synapse	Cellular component
ENSG00000092531	protein_coding		Plasma membrane	Cell membrane
ENSG00000095485	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000095485	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000100479	protein_coding		Nucleus	Cellular component
ENSG00000100479	protein_coding		Nuclear bodies	Nuclear body
ENSG00000100479	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000100479	protein_coding		Vesicles	Vesicle
ENSG00000101890	protein_coding		Photoreceptor outer segment membrane	Cellular component
ENSG00000104903	protein_coding		Nucleus	Cellular component
ENSG00000104903	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000104967	protein_coding		Nucleus	Cellular component
ENSG00000104967	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000104967	protein_coding		Nuclear bodies	Nuclear body
ENSG00000104967	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000104969	protein_coding		Cytoplasm	Cellular component
ENSG00000104969	protein_coding		Nucleus	Cellular component
ENSG00000104969	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105996	protein_coding		Nucleus	Cellular component
ENSG00000105996	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105996	protein_coding		Vesicles	Vesicle
ENSG00000110721	protein_coding		Cytoplasm	Cellular component
ENSG00000110721	protein_coding		[Isoform 1]: Lipid droplet	Cellular component
ENSG00000110721	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000114030	protein_coding		Cytoplasm	Cellular component
ENSG00000114030	protein_coding		Nucleus	Cellular component
ENSG00000114030	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000114030	protein_coding		Cytosol	Cytosol
ENSG00000115808	protein_coding		Cytoplasm	Cellular component
ENSG00000115808	protein_coding		Cell projection	Cellular component
ENSG00000115808	protein_coding		Cytosol	Cytosol
ENSG00000115808	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000116885	protein_coding		Basal cell membrane	Cellular component
ENSG00000116885	protein_coding		Nucleoli	Nucleolus
ENSG00000116885	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000116885	protein_coding		Plasma membrane	Cell membrane
ENSG00000118922	protein_coding		Nucleus	Cellular component
ENSG00000118922	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000118922	protein_coding		Cytosol	Cytosol
ENSG00000120436	protein_coding		Cell membrane	Cellular component
ENSG00000124177	protein_coding		Nucleus	Cellular component
ENSG00000124177	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000125149	protein_coding		Cytoplasm	Cellular component
ENSG00000125149	protein_coding		Preautophagosomal structure	Cellular component
ENSG00000125149	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000125149	protein_coding		Cytosol	Cytosol
ENSG00000125149	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000125879	protein_coding		Secreted	Cellular component
ENSG00000128965	protein_coding		Cytoplasm	Cellular component
ENSG00000128965	protein_coding		Golgi apparatus	Cellular component
ENSG00000128965	protein_coding		Mitochondria	Mitochondrion
ENSG00000130164	protein_coding		Cell membrane	Cellular component
ENSG00000130164	protein_coding		Membrane	Cellular component
ENSG00000130164	protein_coding		Golgi apparatus	Cellular component
ENSG00000130164	protein_coding		Early endosome	Cellular component
ENSG00000130164	protein_coding		Late endosome	Cellular component
ENSG00000134757	protein_coding		Cell membrane	Cellular component
ENSG00000136169	protein_coding		Nucleus	Cellular component
ENSG00000136169	protein_coding		Chromosome	Cellular component
ENSG00000136169	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000136888	protein_coding		Apical cell membrane	Cellular component
ENSG00000136888	protein_coding		Nucleoli	Nucleolus
ENSG00000136888	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000138092	protein_coding		Nucleus	Cellular component
ENSG00000138092	protein_coding		Chromosome	Cellular component
ENSG00000138092	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000138092	protein_coding		Nuclear bodies	Nuclear body
ENSG00000140548	protein_coding		Nucleus	Cellular component
ENSG00000140548	protein_coding		Mitochondria	Mitochondrion
ENSG00000140548	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000140853	protein_coding		Cytoplasm	Cellular component
ENSG00000140853	protein_coding		Cytosol	Cytosol
ENSG00000140853	protein_coding		Centrosome	Centrosome
ENSG00000141696	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000141696	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000141696	protein_coding		Vesicles	Vesicle
ENSG00000142185	protein_coding		Cell membrane	Cellular component
ENSG00000142185	protein_coding		Perikaryon	Cellular component
ENSG00000142185	protein_coding		Cell projection	Cellular component
ENSG00000142185	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000142185	protein_coding		[Isoform 1]: Cell membrane	Cellular component
ENSG00000142185	protein_coding		[Isoform 2]: Cell membrane	Cellular component
